source,region,variable,target_period,forecast_date,output_type,output_id,value_native,unit_native,value_qq,declared_target,retrieved_at,source_file
gdpnow,US,rgdp_growth,2011Q3,2011-08-25,point,,0.7063,saar_pct,0.1761,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-08-30,point,,1.4416,saar_pct,0.3585,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-08-31,point,,1.635,saar_pct,0.4063,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-01,point,,1.3882,saar_pct,0.3453,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-02,point,,1.3829,saar_pct,0.3439,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-06,point,,1.3888,saar_pct,0.3454,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-08,point,,2.3451,saar_pct,0.5812,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-09,point,,2.425,saar_pct,0.6008,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-12,point,,2.425,saar_pct,0.6008,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-13,point,,2.5694,saar_pct,0.6363,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-14,point,,2.0401,saar_pct,0.5062,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-15,point,,2.0879,saar_pct,0.5179,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-16,point,,2.0879,saar_pct,0.5179,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-20,point,,2.1233,saar_pct,0.5266,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-21,point,,2.1807,saar_pct,0.5408,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-26,point,,2.1953,saar_pct,0.5444,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-27,point,,2.1982,saar_pct,0.5451,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-28,point,,2.3372,saar_pct,0.5792,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-09-30,point,,2.0989,saar_pct,0.5206,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-03,point,,2.5577,saar_pct,0.6334,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-04,point,,2.5019,saar_pct,0.6197,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-05,point,,2.6169,saar_pct,0.6479,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-07,point,,2.4717,saar_pct,0.6123,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-13,point,,2.5109,saar_pct,0.6219,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-14,point,,2.9599,saar_pct,0.7319,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-17,point,,3.189,saar_pct,0.7879,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-18,point,,3.1414,saar_pct,0.7763,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-19,point,,3.2538,saar_pct,0.8037,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q3,2011-10-20,point,,3.2445,saar_pct,0.8014,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-10-28,point,,2.3145,saar_pct,0.5737,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-01,point,,2.1677,saar_pct,0.5376,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-02,point,,2.326,saar_pct,0.5765,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-03,point,,2.3921,saar_pct,0.5927,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-04,point,,2.5707,saar_pct,0.6366,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-09,point,,3.1495,saar_pct,0.7782,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-10,point,,3.3487,saar_pct,0.8269,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-15,point,,3.6571,saar_pct,0.902,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-16,point,,3.73172847130047,saar_pct,0.9202,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-17,point,,3.66446564257154,saar_pct,0.9038,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-21,point,,3.6557,saar_pct,0.9017,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-22,point,,3.4674,saar_pct,0.8558,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-23,point,,3.2432,saar_pct,0.8011,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-11-28,point,,3.2469,saar_pct,0.802,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-01,point,,3.9822,saar_pct,0.981,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-02,point,,3.9685,saar_pct,0.9777,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-05,point,,4.3805,saar_pct,1.0776,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-08,point,,5.1213,saar_pct,1.2564,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-09,point,,5.7941,saar_pct,1.4181,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-13,point,,5.6256,saar_pct,1.3777,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-15,point,,5.5245,saar_pct,1.3534,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-16,point,,5.5742,saar_pct,1.3653,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-20,point,,5.5979775504811,saar_pct,1.371,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-21,point,,5.62991372526742,saar_pct,1.3787,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2011-12-29,point,,4.9035,saar_pct,1.204,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2012-01-03,point,,5.3271,saar_pct,1.306,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2012-01-09,point,,5.5449,saar_pct,1.3583,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2011Q4,2012-01-10,point,,5.1684,saar_pct,1.2678,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-03,point,,2.7803,saar_pct,0.6879,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-09,point,,2.3368,saar_pct,0.5791,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-10,point,,2.2893,saar_pct,0.5675,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-14,point,,2.0799,saar_pct,0.516,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-15,point,,2.0772,saar_pct,0.5153,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-16,point,,2.0601,saar_pct,0.5111,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-17,point,,1.9093,saar_pct,0.4739,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-22,point,,1.9093,saar_pct,0.4739,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-24,point,,1.9328,saar_pct,0.4797,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-02-28,point,,1.8841,saar_pct,0.4677,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-01,point,,1.1462,saar_pct,0.2853,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-05,point,,1.0999,saar_pct,0.2738,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-09,point,,0.6204,saar_pct,0.1547,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-13,point,,1.2911,saar_pct,0.3212,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-16,point,,1.1431,saar_pct,0.2846,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-20,point,,1.1738,saar_pct,0.2922,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-21,point,,1.1778,saar_pct,0.2932,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-23,point,,1.1914,saar_pct,0.2965,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-28,point,,0.8029,saar_pct,0.2001,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-03-30,point,,0.9247,saar_pct,0.2304,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-04-02,point,,0.7835,saar_pct,0.1953,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-04-10,point,,1.1878,saar_pct,0.2956,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-04-12,point,,2.0762,saar_pct,0.5151,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-04-16,point,,2.2496,saar_pct,0.5577,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-04-17,point,,2.1552,saar_pct,0.5345,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q1,2012-04-26,point,,3.0151,saar_pct,0.7454,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-01,point,,1.8053250000000003,saar_pct,0.4483,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-04,point,,1.7425,saar_pct,0.4328,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-08,point,,1.3517000000000001,saar_pct,0.3362,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-13,point,,0.9611749999999999,saar_pct,0.2394,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-14,point,,0.960525,saar_pct,0.2393,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-25,point,,0.9471750000000001,saar_pct,0.236,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-28,point,,0.962275,saar_pct,0.2397,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-06-29,point,,0.9525750000000001,saar_pct,0.2373,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-02,point,,0.71225,saar_pct,0.1776,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-06,point,,0.6792,saar_pct,0.1694,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-11,point,,0.41915,saar_pct,0.1046,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-16,point,,0.24295000000000003,saar_pct,0.0607,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-17,point,,0.181625,saar_pct,0.0454,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-18,point,,0.203175,saar_pct,0.0508,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q2,2012-07-26,point,,0.2243,saar_pct,0.056,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-08-02,point,,1.611475,saar_pct,0.4005,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-08-03,point,,2.20965,saar_pct,0.5479,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-08-14,point,,2.6016,saar_pct,0.6441,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-08-24,point,,2.94175,saar_pct,0.7275,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-08-30,point,,3.1635250000000004,saar_pct,0.7817,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-09-04,point,,2.6396749999999995,saar_pct,0.6535,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-09-24,point,,2.5789,saar_pct,0.6386,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-10-01,point,,2.37595,saar_pct,0.5888,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-10-05,point,,2.7059750000000005,saar_pct,0.6697,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-10-15,point,,2.371975,saar_pct,0.5878,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q3,2012-10-25,point,,1.848975,saar_pct,0.4591,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-11-02,point,,1.848975,saar_pct,0.4591,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-11-09,point,,1.6791749999999999,saar_pct,0.4172,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-11-14,point,,1.46345,saar_pct,0.3639,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-11-20,point,,1.059625,saar_pct,0.2639,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-11-30,point,,0.34497500000000003,saar_pct,0.0861,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-12-03,point,,0.136425,saar_pct,0.0341,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-12-04,point,,0.07962499999999999,saar_pct,0.0199,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-12-14,point,,0.697125,saar_pct,0.1738,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2012-12-19,point,,0.6861999999999999,saar_pct,0.1711,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-02,point,,0.94475,saar_pct,0.2354,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-10,point,,1.1007,saar_pct,0.274,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-11,point,,0.37084999999999996,saar_pct,0.0926,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-16,point,,0.2104,saar_pct,0.0526,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-22,point,,0.216375,saar_pct,0.054,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-25,point,,0.20635,saar_pct,0.0515,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2012Q4,2013-01-28,point,,0.07760000000000002,saar_pct,0.0194,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-01-31,point,,2.4104,saar_pct,0.5972,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-02-06,point,,2.2511,saar_pct,0.5581,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-02-08,point,,2.6918,saar_pct,0.6663,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-02-13,point,,2.9983,saar_pct,0.7413,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-02-21,point,,2.8855,saar_pct,0.7137,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-02-26,point,,2.8253,saar_pct,0.699,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-03-01,point,,2.8705,saar_pct,0.71,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-03-08,point,,3.0872,saar_pct,0.763,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-03-13,point,,3.2642,saar_pct,0.8062,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-03-29,point,,3.7184,saar_pct,0.9169,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-04-05,point,,3.5066,saar_pct,0.8654,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-04-12,point,,2.7357,saar_pct,0.677,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-04-16,point,,2.8636,saar_pct,0.7083,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q1,2013-04-22,point,,2.8718,saar_pct,0.7103,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-04-29,point,,2.3532,saar_pct,0.5832,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-05-31,point,,2.4228,saar_pct,0.6003,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-06-13,point,,2.9955,saar_pct,0.7406,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-06-14,point,,3.0082,saar_pct,0.7437,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-06-20,point,,3.1469,saar_pct,0.7776,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-06-25,point,,3.117,saar_pct,0.7703,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-06-27,point,,1.9145,saar_pct,0.4752,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-07-01,point,,1.9557,saar_pct,0.4854,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-07-03,point,,1.6298,saar_pct,0.405,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-07-10,point,,1.3639,saar_pct,0.3392,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q2,2013-07-11,point,,1.3,saar_pct,0.3234,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-02,point,,1.1361,saar_pct,0.2828,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-06,point,,1.4035,saar_pct,0.349,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-09,point,,1.8554,saar_pct,0.4607,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-12,point,,1.8602,saar_pct,0.4618,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-13,point,,2.0411,saar_pct,0.5064,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-15,point,,1.7391,saar_pct,0.432,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-16,point,,1.7035,saar_pct,0.4232,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-21,point,,1.8927,saar_pct,0.4699,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-23,point,,1.9523,saar_pct,0.4845,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-26,point,,1.888,saar_pct,0.4687,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-08-30,point,,1.3848,saar_pct,0.3444,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-09-03,point,,1.9386,saar_pct,0.4812,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-09-04,point,,2.0046,saar_pct,0.4974,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-09-05,point,,2.1446,saar_pct,0.5319,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-09-06,point,,2.0144,saar_pct,0.4998,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-09-11,point,,1.9205,saar_pct,0.4767,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
gdpnow,US,rgdp_growth,2013Q3,2013-09-13,point,,1.9686,saar_pct,0.4886,advance,2026-07-06T11:16:55+00:00,gdpnow_tracking.xlsx
