WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	Estimates Start After
156	CAN	NGDP_RPCH	Canada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.163	3.503	-3.202	2.598	5.925	4.734	2.162	4.096	4.429	2.324	0.154	-2.126	0.883	2.655	4.494	2.678	1.611	4.280	3.882	5.163	5.183	1.771	3.010	1.802	3.086	3.201	2.623	2.063	1.000	-2.950	3.083	3.141	1.746	2.475	2.856	1.001	1.414	3.001	2.079	2.037	1.819	1.787	1.637	1.600	2016
626	CAF	NGDP_RPCH	Central African Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.995	12.954	-3.572	-6.027	9.912	3.733	7.193	0.000	1.718	5.368	-2.120	0.695	-1.665	0.069	10.377	4.258	-7.786	7.694	3.744	3.722	-1.670	0.396	0.268	-6.834	2.632	2.468	4.771	4.608	2.054	1.709	3.047	3.301	4.113	-36.700	1.040	4.800	4.531	4.027	3.963	4.025	3.969	3.979	3.993	3.993	2012
628	TCD	NGDP_RPCH	Chad	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.008	-10.805	5.376	15.659	5.256	7.897	5.966	3.647	7.544	1.952	3.202	10.402	2.392	-2.074	5.494	-0.775	2.115	5.653	6.952	-0.683	-0.880	11.658	8.491	14.722	33.629	8.311	0.648	3.272	3.063	4.139	13.598	0.120	8.807	5.753	6.893	1.770	-6.431	-3.143	3.514	2.820	6.801	4.841	4.581	4.239	2017
228	CHL	NGDP_RPCH	Chile	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.945	6.212	-13.588	-2.802	5.886	1.968	5.596	6.581	7.288	10.605	3.671	7.715	11.132	6.722	5.062	8.844	6.873	7.415	4.375	-0.464	5.335	3.298	3.092	4.092	7.199	5.727	6.305	4.904	3.566	-1.584	5.843	6.148	5.339	4.060	1.765	2.299	1.273	1.465	3.359	3.274	3.212	3.074	3.006	2.976	2017
924	CHN	NGDP_RPCH	China	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.910	5.100	9.000	10.800	15.200	13.500	8.900	11.700	11.300	4.200	3.900	9.200	14.300	13.900	13.100	11.000	9.900	9.200	7.800	7.600	8.400	8.300	9.100	10.000	10.100	11.300	12.700	14.200	9.600	9.200	10.606	9.500	7.900	7.800	7.300	6.900	6.720	6.856	6.558	6.408	6.252	6.000	5.700	5.530	2017
233	COL	NGDP_RPCH	Colombia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.429	2.277	0.948	1.574	3.351	3.107	5.824	5.369	4.064	3.414	4.282	2.372	4.353	5.710	5.147	5.202	2.056	3.430	0.570	-4.204	2.925	1.678	2.504	3.918	5.333	4.707	6.698	6.901	3.547	1.652	3.972	6.590	4.044	4.874	4.394	3.052	2.043	1.768	2.746	3.252	3.649	3.650	3.550	3.550	2017
632	COM	NGDP_RPCH	Comoros	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.383	5.462	4.058	3.093	4.167	2.000	2.000	1.638	2.688	-3.181	5.094	-5.398	8.531	3.006	-5.277	3.610	-1.340	4.216	1.153	1.924	1.417	3.329	4.150	2.474	-0.239	4.230	1.242	0.492	0.975	1.810	2.051	2.227	2.961	3.518	1.950	1.034	2.157	2.500	3.004	3.036	3.036	3.036	3.036	3.036	2015
636	COD	NGDP_RPCH	Democratic Republic of the Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.405	0.945	-0.454	1.410	4.844	0.464	4.720	2.671	0.465	-1.260	-6.568	-8.445	-10.462	-13.468	-6.144	2.762	-1.935	-7.840	-3.875	-3.802	-8.136	-2.100	2.948	5.578	6.738	6.135	5.321	6.256	6.230	2.855	7.108	6.874	7.088	8.482	9.470	6.916	2.400	3.418	3.756	3.975	4.261	4.374	4.577	4.684	2016
634	COG	NGDP_RPCH	Republic of Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.678	2.613	2.410	2.393	2.375	2.359	2.343	2.327	21.908	21.269	1.003	2.395	2.612	-0.980	-5.493	3.985	4.290	-0.625	3.738	-2.582	7.576	3.803	4.582	0.813	3.477	7.756	6.236	-1.582	5.572	7.845	8.714	3.393	3.829	3.272	6.843	2.619	-2.829	-4.608	0.737	4.630	-1.222	-1.784	0.870	0.245	2015
238	CRI	NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.752	-2.260	-7.285	2.859	8.028	0.722	5.536	4.765	3.432	5.666	3.600	2.263	9.197	7.088	4.487	4.121	1.238	5.565	6.962	3.943	3.833	3.490	3.292	4.255	4.337	3.871	7.238	8.168	4.650	-0.971	4.952	4.307	4.797	2.269	3.515	3.568	4.508	3.200	3.600	3.600	3.500	3.500	3.500	3.500	2016
662	CIV	NGDP_RPCH	Côte d'Ivoire	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.196	3.498	0.200	-2.500	-2.000	3.600	4.800	-0.500	1.140	2.950	-1.090	0.040	-0.250	-0.180	0.171	5.572	8.136	5.723	4.931	1.618	-2.068	0.121	-1.668	-1.360	1.232	1.721	1.516	1.765	2.543	3.251	2.018	-4.199	10.102	9.272	8.794	8.843	8.336	7.771	7.358	7.061	6.892	6.651	6.461	6.447	2015
960	HRV	NGDP_RPCH	Croatia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.000	5.900	6.634	5.874	6.645	1.862	-0.936	3.756	3.434	5.247	5.558	4.083	4.164	4.785	5.150	2.053	-7.384	-1.421	-0.326	-2.244	-0.648	-0.096	2.347	3.166	2.778	2.800	2.600	2.444	2.270	2.194	2.193	2016
423	CYP	NGDP_RPCH	Cyprus	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.920	3.051	6.279	5.307	8.837	4.746	3.583	7.139	8.317	8.088	7.405	0.740	9.365	0.701	5.899	9.924	1.335	2.560	5.237	4.830	5.722	3.600	3.401	2.475	4.571	3.724	4.511	4.819	3.864	-1.772	1.319	0.319	-3.057	-5.935	-1.404	1.981	3.031	3.856	3.571	2.953	2.622	2.535	2.420	2.401	2016
935	CZE	NGDP_RPCH	Czech Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.525	-0.595	-0.329	1.433	4.267	2.909	1.652	3.603	4.907	6.533	6.854	5.603	2.682	-4.803	2.273	1.778	-0.800	-0.484	2.715	5.309	2.593	4.289	3.517	3.039	2.523	2.509	2.494	2.478	2017
128	DNK	NGDP_RPCH	Denmark	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.484	-0.658	3.678	2.594	4.172	4.005	4.900	0.254	-0.008	0.642	1.473	1.397	1.959	0.008	5.329	3.029	2.905	3.260	2.213	2.948	3.749	0.823	0.467	0.388	2.668	2.342	3.912	0.908	-0.511	-4.905	1.868	1.336	0.229	0.935	1.616	1.606	1.967	2.108	2.006	1.937	1.840	1.783	1.704	1.720	2017
611	DJI	NGDP_RPCH	Djibouti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.562	-6.751	-1.360	-3.481	-3.732	-1.216	0.114	2.919	0.713	1.793	3.234	3.186	2.779	3.111	4.825	5.017	5.806	1.616	4.147	7.293	4.842	5.001	6.000	6.500	6.500	6.700	6.700	6.700	6.000	6.000	6.000	6.000	2013
321	DMA	NGDP_RPCH	Dominica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	13.383	10.829	4.128	2.556	4.197	1.421	7.073	6.308	7.817	-0.191	5.419	1.346	2.030	2.162	0.034	3.030	3.105	2.185	3.774	0.355	2.340	-0.063	-2.829	6.353	3.051	0.656	4.659	6.354	7.121	-1.170	0.673	-0.231	-1.070	0.771	4.187	-3.658	2.638	-4.172	-16.277	12.211	7.148	3.525	2.535	1.500	2015
243	DOM	NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.969	4.279	1.700	4.628	1.253	-2.123	3.522	10.117	2.156	4.401	-5.454	0.945	11.221	7.365	2.600	5.685	5.978	8.885	6.714	5.940	4.662	2.460	4.495	-1.346	2.570	9.428	9.174	7.416	3.210	0.946	8.317	3.102	2.794	4.742	7.609	7.041	6.645	4.570	5.544	4.967	4.965	4.953	4.993	5.033	2016
248	ECU	NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.900	3.900	1.200	-2.800	4.200	4.400	3.094	-5.972	10.486	0.285	3.008	5.113	3.614	2.000	4.258	2.253	1.732	4.328	3.267	-4.739	1.092	4.016	4.097	2.723	8.211	5.291	4.404	2.190	6.357	0.566	3.525	7.868	5.642	4.947	3.789	0.099	-1.576	2.731	2.519	2.217	1.746	1.813	1.604	1.788	2016
469	EGY	NGDP_RPCH	Egypt	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.409	2.198	7.296	8.876	8.021	7.425	4.759	4.273	3.994	2.993	2.350	2.100	0.300	2.900	4.188	4.484	4.879	5.919	7.543	6.110	5.383	3.524	3.186	3.193	4.092	4.472	6.844	7.088	7.156	4.674	5.147	1.765	2.226	3.302	2.916	4.372	4.298	4.230	5.231	5.505	5.762	5.974	5.990	6.010	2017
253	SLV	NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.625	-5.725	-6.306	1.535	1.337	0.616	0.190	2.513	1.878	0.962	4.831	3.576	7.543	7.370	6.050	6.397	1.706	4.246	3.749	3.449	2.153	1.710	2.339	2.300	1.851	3.563	3.912	3.841	1.273	-3.133	1.365	2.217	1.881	1.847	1.425	2.298	2.367	2.400	2.300	2.300	2.200	2.200	2.200	2.200	2016
642	GNQ	NGDP_RPCH	Equatorial Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.839	5.769	2.202	5.004	1.011	12.905	-2.331	4.437	2.655	-1.229	2.537	-1.245	33.002	10.461	16.808	26.510	52.678	147.973	24.815	26.395	112.148	60.069	19.613	14.451	30.421	8.180	5.663	15.282	17.799	1.343	-8.924	6.524	8.313	-4.133	-0.695	-9.129	-9.685	-4.384	-8.478	-2.817	-0.026	1.662	0.307	1.037	2016
643	ERI	NGDP_RPCH	Eritrea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.882	12.882	20.918	2.325	9.136	7.900	1.966	0.187	-12.355	8.755	3.005	-2.656	1.452	-0.969	1.427	-9.783	3.877	2.194	8.722	6.983	4.650	2.868	2.586	1.850	5.012	4.189	3.779	4.031	4.179	4.178	4.297	2006
939	EST	NGDP_RPCH	Estonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.642	2.155	5.324	11.799	4.117	-0.856	10.568	6.329	6.076	7.416	6.295	9.374	10.272	7.748	-5.419	-14.724	2.259	7.597	4.307	1.937	2.891	1.674	2.063	4.854	3.925	3.218	3.020	2.961	2.913	2.861	2017
644	ETH	NGDP_RPCH	Ethiopia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.997	--	0.961	7.845	-2.305	-11.413	9.693	13.870	0.574	-0.457	2.602	-7.218	-8.907	13.363	3.486	6.121	13.533	2.840	-4.185	6.294	9.838	7.400	1.600	-2.100	11.700	12.600	11.500	11.800	11.200	10.000	10.600	11.400	8.700	9.900	10.300	10.400	8.000	10.861	8.546	8.339	8.054	7.978	8.036	8.040	2017
819	FJI	NGDP_RPCH	Fiji	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.694	6.004	-1.092	-4.212	10.107	-3.774	6.596	-7.194	3.462	13.888	5.802	-2.700	6.100	2.600	5.100	2.600	4.800	-2.400	1.300	8.700	-1.700	1.900	3.200	0.800	5.400	-1.300	1.900	-0.900	1.000	-1.400	3.000	2.700	1.411	4.734	5.604	3.845	0.380	3.800	3.500	3.400	3.300	3.300	3.200	3.200	2017
172	FIN	NGDP_RPCH	Finland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.673	1.294	3.087	3.122	3.213	3.537	2.726	3.559	5.211	5.087	0.679	-5.916	-3.325	-0.734	3.940	4.206	3.658	6.253	5.428	4.444	5.635	2.581	1.680	1.994	3.926	2.781	4.055	5.185	0.721	-8.269	2.992	2.571	-1.426	-0.759	-0.632	0.135	2.135	2.990	2.588	1.953	1.519	1.260	1.179	1.194	2017
132	FRA	NGDP_RPCH	France	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.809	1.078	2.509	1.256	1.524	1.623	2.351	2.577	4.734	4.353	2.914	1.039	1.600	-0.613	2.345	2.085	1.388	2.337	3.556	3.407	3.875	1.954	1.118	0.820	2.786	1.608	2.375	2.361	0.195	-2.941	1.966	2.079	0.183	0.576	0.948	1.067	1.188	1.846	2.071	2.024	1.762	1.667	1.617	1.585	2017
646	GAB	NGDP_RPCH	Gabon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	--	-4.000	4.100	2.000	4.900	5.800	-2.100	-15.400	3.500	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.150	0.187	1.701	1.120	-0.786	-1.908	6.333	1.733	-2.279	6.270	7.092	5.251	5.517	4.435	3.879	2.082	0.843	2.716	3.685	4.341	4.683	4.788	4.677	2016
648	GMB	NGDP_RPCH	The Gambia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.705	-9.523	20.759	13.518	-7.620	3.649	2.364	2.800	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.320	2.906	1.417	6.500	6.399	5.525	5.753	-3.247	6.874	7.046	-0.942	1.124	3.631	5.735	6.450	6.526	-4.295	5.600	4.789	0.900	4.300	2.216	3.519	5.427	5.180	4.926	4.805	4.841	4.841	2016
915	GEO	NGDP_RPCH	Georgia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.600	10.500	10.566	2.878	2.960	2.452	4.715	5.581	11.169	5.796	9.588	9.421	12.579	2.418	-3.650	6.249	7.222	6.350	3.387	4.623	2.880	2.849	4.795	4.457	4.766	4.964	5.178	5.202	5.215	2016
134	DEU	NGDP_RPCH	Germany	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.272	0.110	-0.788	1.555	2.826	2.192	2.417	1.469	3.736	3.913	5.723	5.011	1.518	-0.985	2.533	1.805	0.863	1.911	1.767	1.850	3.186	1.827	0.030	-0.719	0.700	0.877	3.874	3.370	0.816	-5.563	3.945	3.718	0.689	0.599	1.927	1.504	1.855	2.514	2.541	2.011	1.529	1.359	1.289	1.209	2017
652	GHA	NGDP_RPCH	Ghana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.453	-3.494	-6.922	-4.841	8.962	5.092	5.199	4.795	5.628	5.086	3.329	5.300	3.899	3.720	3.613	4.236	4.648	4.845	4.694	4.429	3.736	4.182	4.548	5.248	5.578	5.868	6.250	4.347	9.150	4.844	7.900	14.047	9.293	7.313	3.987	3.835	3.722	8.439	6.293	7.598	5.479	5.112	3.188	5.145	2016
174	GRC	NGDP_RPCH	Greece	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.677	-1.556	-1.130	-1.078	2.007	2.513	0.515	-2.257	4.288	3.799	--	3.102	0.697	-1.599	2.000	2.100	2.863	4.484	3.895	3.072	3.920	4.132	3.923	5.795	5.061	0.599	5.652	3.274	-0.335	-4.301	-5.478	-9.132	-7.300	-3.242	0.740	-0.291	-0.244	1.351	2.024	1.829	1.794	1.622	1.040	1.859	2017
328	GRD	NGDP_RPCH	Grenada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	15.067	1.375	4.107	3.295	3.963	5.988	7.358	9.073	2.916	3.758	4.241	1.423	-0.813	-1.956	1.838	2.196	4.386	4.916	11.808	6.981	5.063	-2.024	3.437	9.464	-0.647	13.273	-3.993	6.123	0.948	-6.614	-0.511	0.765	-1.155	2.351	7.344	6.438	3.684	3.501	3.614	3.588	2.922	2.738	2.729	2.685	2016
258	GTM	NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.700	0.644	-3.542	-2.528	0.510	-0.600	0.100	3.579	3.892	3.943	3.101	3.000	4.600	3.400	3.500	4.400	2.800	4.100	4.600	3.700	2.500	2.400	3.867	2.531	3.152	3.260	5.380	6.304	3.281	0.526	2.869	4.162	2.970	3.698	4.174	4.140	3.067	2.752	3.249	3.634	3.755	3.664	3.614	3.577	2016
656	GIN	NGDP_RPCH	Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.601	0.610	1.800	1.300	1.400	5.000	3.114	3.300	6.308	4.003	4.324	2.497	3.273	5.048	4.001	4.680	4.462	5.182	3.644	3.812	2.503	3.658	5.165	1.249	2.340	2.997	2.497	6.512	4.142	-1.538	4.219	5.614	5.915	3.934	3.708	3.506	6.627	6.661	5.797	5.885	5.995	6.024	5.175	4.979	2016
654	GNB	NGDP_RPCH	Guinea-Bissau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.498	4.200	-3.400	5.500	4.300	-1.000	5.600	1.958	2.925	4.580	7.305	3.095	2.276	2.963	4.016	3.747	5.994	-19.224	14.189	9.032	-4.553	-5.654	0.977	9.838	7.058	2.074	3.263	3.204	3.369	4.611	8.085	-1.713	3.256	0.965	6.133	5.757	5.500	5.500	5.500	5.000	5.000	5.000	5.000	2015
336	GUY	NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.076	0.562	-8.884	-11.497	2.134	0.366	-0.234	-0.130	-5.981	-4.944	-3.010	6.026	7.758	8.201	8.482	5.055	7.956	6.185	-1.707	2.986	-1.345	2.260	1.149	-0.652	1.566	-1.942	5.127	7.020	1.977	3.319	4.371	5.437	4.816	5.222	3.841	3.139	3.347	2.115	3.537	3.654	29.190	21.666	11.132	27.769	2016
