WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	Estimates Start After
263	HTI	NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.345	1.056	-2.797	-1.500	0.201	0.757	0.273	-0.432	0.559	-1.131	-0.440	1.262	-2.251	-4.922	-11.603	9.892	4.143	2.705	2.182	2.710	0.870	-1.044	-0.251	0.364	-3.523	1.805	2.249	3.343	0.844	3.083	-5.498	5.524	2.885	4.241	2.803	1.211	1.453	1.173	2.014	3.013	3.013	3.014	3.015	2.013	2017
268	HND	NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.668	2.533	-1.391	-0.924	4.346	4.188	0.723	6.031	4.610	4.326	0.097	3.252	5.624	6.230	-1.303	4.080	3.578	4.994	2.902	-1.890	7.291	2.723	3.754	4.547	6.232	6.051	6.567	6.188	4.232	-2.432	3.731	3.836	4.129	2.792	3.058	3.840	3.752	4.785	3.460	3.650	3.740	3.750	3.849	3.849	2016
532	HKG	NGDP_RPCH	Hong Kong SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.340	9.193	2.886	6.015	10.002	0.715	11.104	13.395	8.512	2.277	3.830	5.702	6.235	6.201	6.036	2.374	4.259	5.100	-5.883	2.507	7.663	0.561	1.657	3.056	8.700	7.388	7.033	6.465	2.128	-2.459	6.768	4.815	1.700	3.102	2.762	2.388	2.137	3.823	3.622	3.170	3.104	3.111	3.039	2.966	2017
944	HUN	NGDP_RPCH	Hungary	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.215	2.867	2.841	0.723	2.658	-0.253	1.535	4.051	-0.065	0.736	-3.497	-11.892	-3.064	-0.576	2.947	2.541	0.014	3.340	4.236	3.187	4.209	3.841	4.528	3.849	5.005	4.388	3.851	0.435	0.856	-6.600	0.682	1.662	-1.644	2.096	4.228	3.367	2.213	3.989	3.800	3.000	2.600	2.400	2.200	2.200	2017
176	ISL	NGDP_RPCH	Iceland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.738	4.265	2.154	-2.151	4.129	3.293	6.270	8.546	-0.090	0.258	1.169	-0.224	-3.374	1.313	3.609	0.117	4.785	4.912	7.052	3.895	4.603	3.928	0.550	2.357	8.074	6.391	5.017	9.428	1.659	-6.505	-3.606	1.963	1.319	4.308	2.200	4.311	7.481	3.642	3.227	2.997	2.798	2.749	2.581	2.647	2017
534	IND	NGDP_RPCH	India	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.281	6.006	3.476	7.289	3.821	5.254	4.777	3.965	9.628	5.947	5.534	1.057	5.482	4.750	6.659	7.575	7.550	4.050	6.184	8.463	3.975	4.944	3.907	7.944	7.849	9.285	9.264	9.801	3.891	8.480	10.260	6.638	5.456	6.386	7.410	8.155	7.113	6.741	7.355	7.785	7.916	8.084	8.149	8.198	2017
536	IDN	NGDP_RPCH	Indonesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.880	7.604	2.246	4.193	7.574	3.906	7.189	6.572	6.979	9.085	9.002	8.928	6.523	7.956	7.540	8.220	7.818	4.700	-13.127	0.791	4.979	3.643	4.499	4.780	5.031	5.693	5.501	6.345	7.442	4.702	6.378	6.170	6.030	5.557	5.007	4.876	5.033	5.068	5.300	5.500	5.600	5.600	5.600	5.600	2017
429	IRN	NGDP_RPCH	Islamic Republic of Iran	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-18.844	-8.558	13.088	13.776	-9.883	-2.064	-9.037	2.970	-9.493	5.205	18.080	10.774	2.107	1.257	-1.489	1.023	6.215	-0.550	1.910	0.309	6.867	0.806	10.253	9.226	3.988	5.144	5.319	6.730	-0.075	0.005	5.727	3.062	-7.714	-0.325	3.215	-1.586	12.518	4.278	4.004	3.984	4.124	4.190	4.418	4.077	2017
433	IRQ	NGDP_RPCH	Iraq	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.752	-4.341	-6.569	-7.797	81.787	53.386	1.675	5.638	1.889	8.228	3.379	6.403	7.546	13.936	7.628	0.738	4.848	10.994	-0.795	3.101	4.932	2.803	2.465	2.352	2.377	2016
178	IRL	NGDP_RPCH	Ireland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.898	2.512	1.495	-0.729	3.204	1.947	0.424	3.641	2.998	5.614	7.711	1.642	3.579	2.314	5.894	9.593	9.092	10.747	8.479	10.627	9.575	5.836	6.320	3.140	6.754	6.020	5.539	5.157	-3.932	-4.668	1.761	2.935	0.041	1.622	8.298	25.486	5.132	7.808	4.501	4.012	3.522	3.017	2.843	2.811	2017
436	ISR	NGDP_RPCH	Israel	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.568	4.723	1.424	2.586	2.210	4.451	3.551	7.490	3.564	1.419	6.633	4.618	7.155	3.771	7.011	9.654	6.014	4.042	4.161	3.523	8.812	0.093	-0.170	1.119	5.007	4.102	5.720	6.182	2.955	1.457	5.480	5.216	2.196	4.204	3.478	2.628	3.961	3.321	3.291	3.532	3.047	3.022	3.006	3.006	2017
136	ITA	NGDP_RPCH	Italy	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.430	0.844	0.414	1.169	3.226	2.798	2.860	3.192	4.194	3.388	2.053	1.534	0.773	-0.888	2.152	2.296	1.286	1.835	1.616	1.560	3.710	1.772	0.249	0.151	1.582	0.950	2.007	1.474	-1.050	-5.482	1.687	0.577	-2.819	-1.728	0.114	0.952	0.858	1.470	1.541	1.136	0.900	0.800	0.800	0.770	2016
343	JAM	NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.041	4.420	3.080	4.153	0.950	-0.900	7.000	7.700	-3.993	4.700	4.875	0.834	2.778	2.211	1.875	2.521	0.236	-1.641	-1.210	0.981	0.776	1.281	0.675	3.666	1.324	0.894	2.899	1.444	-0.819	-3.399	-1.446	1.427	-0.513	0.202	0.566	0.836	1.496	0.964	1.526	1.825	2.000	2.125	2.225	2.400	2016
158	JPN	NGDP_RPCH	Japan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.181	4.209	3.312	3.523	4.502	5.233	3.327	4.731	6.785	4.858	4.893	3.417	0.848	-0.518	0.993	2.742	3.100	1.076	-1.128	-0.252	2.780	0.406	0.118	1.528	2.205	1.663	1.420	1.654	-1.094	-5.416	4.192	-0.115	1.495	2.000	0.375	1.354	0.938	1.713	1.213	0.924	0.323	0.674	0.515	0.515	2017
439	JOR	NGDP_RPCH	Jordan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.173	17.183	7.026	-2.213	4.285	-2.703	5.504	2.325	1.461	-10.734	-0.280	1.620	14.351	4.485	4.979	6.189	2.075	3.322	3.012	3.382	4.252	5.269	5.786	4.180	8.559	8.136	8.093	8.176	7.232	5.477	2.311	2.587	2.651	2.829	3.096	2.383	2.013	2.300	2.500	2.700	2.900	3.000	3.000	3.000	2016
916	KAZ	NGDP_RPCH	Kazakhstan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.200	-12.580	-8.200	0.500	1.700	-1.900	2.700	9.800	13.500	9.800	9.300	9.600	9.700	10.700	8.900	3.300	1.200	7.300	7.500	5.000	6.000	4.300	1.200	1.083	3.987	3.163	2.833	2.901	3.123	3.385	3.368	2016
664	KEN	NGDP_RPCH	Kenya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.572	4.100	5.052	1.593	1.600	4.073	6.982	5.811	6.091	4.554	4.134	1.339	-1.080	-0.095	2.531	4.287	4.148	0.411	2.983	2.199	0.347	3.979	0.481	2.949	4.635	5.665	5.854	6.851	0.232	3.307	8.402	6.112	4.563	5.880	5.352	5.713	5.849	4.807	5.475	6.010	6.182	6.486	6.485	6.042	2016
826	KIR	NGDP_RPCH	Kiribati	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	-3.483	6.791	-0.713	5.024	-6.606	-1.220	-9.166	9.149	-3.101	-1.331	0.134	1.307	1.046	1.754	-0.084	1.141	1.965	6.850	-1.771	5.956	-1.418	3.962	2.006	-1.629	4.952	-0.049	2.035	-2.092	0.803	-0.924	1.594	4.650	4.278	-0.605	10.296	1.140	3.103	2.303	2.414	2.335	1.865	1.873	1.817	2016
542	KOR	NGDP_RPCH	Korea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.701	7.181	8.265	13.242	10.443	7.750	11.224	12.467	11.905	7.030	9.811	10.354	6.175	6.847	9.206	9.571	7.595	5.922	-5.471	11.309	8.924	4.525	7.432	2.933	4.900	3.924	5.176	5.463	2.829	0.708	6.497	3.682	2.292	2.896	3.341	2.790	2.828	3.085	3.041	2.916	2.846	2.784	2.685	2.619	2017
967	UVK	NGDP_RPCH	Kosovo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.358	-0.702	5.419	2.632	3.833	3.408	8.301	4.489	3.597	3.309	4.377	2.810	3.442	1.222	4.103	4.062	4.100	4.000	4.000	4.000	4.000	4.000	4.000	2016
443	KWT	NGDP_RPCH	Kuwait	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-20.364	-18.921	-9.504	5.253	5.240	-4.258	8.565	8.142	-10.050	25.896	-26.229	-41.008	82.809	35.132	8.616	1.669	0.598	2.493	3.654	-1.789	4.691	0.209	3.014	17.337	10.762	10.076	7.520	5.992	2.480	-7.076	-2.371	10.931	7.861	0.365	0.621	-1.004	2.196	-2.530	1.279	3.849	3.899	4.000	3.771	2.859	2016
917	KGZ	NGDP_RPCH	Kyrgyz Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.005	-19.807	-5.424	7.085	9.915	2.122	3.656	5.443	5.322	-0.017	7.030	7.027	-0.176	3.103	8.543	7.566	2.886	-0.472	5.956	-0.088	10.915	4.024	3.876	3.826	4.490	3.337	4.949	4.583	4.013	4.838	3.334	2016
544	LAO	NGDP_RPCH	Lao P.D.R.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.004	15.332	4.715	3.000	6.438	9.122	4.829	-0.960	-2.100	9.893	6.686	3.999	6.999	5.867	8.160	7.045	6.892	6.907	4.279	4.028	6.429	4.772	6.809	6.179	7.187	6.940	8.954	7.851	7.822	7.373	8.018	7.986	7.805	8.026	7.612	7.270	7.023	6.830	6.810	7.017	6.999	6.910	6.826	6.798	2016
941	LVA	NGDP_RPCH	Latvia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.400	2.200	-2.084	2.359	8.974	6.522	2.619	5.407	6.461	7.103	8.431	8.336	10.697	11.889	9.979	-3.548	-14.402	-3.941	6.381	4.035	2.430	1.858	2.972	2.213	4.549	3.994	3.503	3.303	3.231	3.087	3.025	2017
446	LBN	NGDP_RPCH	Lebanon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.467	0.550	-36.789	22.710	44.479	24.300	-6.773	16.729	-28.209	-42.195	-13.421	38.200	4.495	7.000	8.030	6.493	4.038	10.190	3.900	-0.800	1.100	3.900	3.400	1.700	6.000	2.748	1.701	9.341	9.249	10.054	8.037	0.918	2.804	2.636	2.003	0.816	1.000	1.200	1.500	1.800	2.200	2.600	2.850	2.850	2013
666	LSO	NGDP_RPCH	Lesotho	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.825	3.079	5.556	2.980	4.329	3.309	4.072	2.140	7.738	5.520	5.191	4.767	6.222	3.847	4.475	2.814	4.921	3.482	1.404	1.590	4.904	3.276	1.576	4.071	2.398	3.112	4.417	4.993	5.536	3.149	6.289	6.664	4.913	2.167	2.967	2.486	3.061	3.091	1.659	2.556	2.117	2.865	3.530	1.831	2016
668	LBR	NGDP_RPCH	Liberia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.758	4.431	-28.974	3.971	5.856	8.480	13.103	6.105	5.192	6.351	7.700	8.420	8.836	0.695	0.007	-1.630	2.469	3.240	4.720	4.797	5.274	5.177	5.319	2016
672	LBY	NGDP_RPCH	Libya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.606	-20.040	1.518	-4.709	-8.306	0.607	-11.353	-14.702	7.579	7.199	3.720	15.655	-2.712	-3.763	1.935	-12.397	2.633	-0.607	-0.377	0.462	3.681	-1.764	-0.959	13.016	4.461	11.870	6.500	6.354	2.666	-2.988	3.176	-66.657	124.709	-36.829	-53.017	-13.023	-7.389	70.804	16.437	1.366	1.401	1.437	1.473	1.510	2016
946	LTU	NGDP_RPCH	Lithuania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.239	8.293	7.467	-1.134	3.832	6.524	6.761	10.538	6.550	7.728	7.406	11.087	2.628	-14.814	1.639	6.043	3.827	3.499	3.537	2.035	2.345	3.829	3.155	3.046	2.759	2.693	2.568	2.479	2017
137	LUX	NGDP_RPCH	Luxembourg	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.170	0.798	1.039	1.887	4.730	5.596	9.983	3.951	8.464	9.798	5.320	8.645	1.819	4.201	3.821	1.432	1.515	5.937	6.492	8.421	8.442	2.532	3.820	1.629	3.612	3.172	5.179	8.355	-1.280	-4.359	4.866	2.540	-0.352	3.654	5.772	2.862	3.082	3.541	4.301	3.745	3.279	3.194	3.055	3.003	2016
546	MAC	NGDP_RPCH	Macao SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.948	11.653	26.755	8.060	13.314	14.447	3.394	1.321	25.264	21.673	9.237	11.200	-1.201	-21.594	-0.863	9.258	6.977	6.092	5.095	4.308	4.275	4.266	2016
962	MKD	NGDP_RPCH	FYR Macedonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-7.500	-1.800	-1.100	1.200	1.351	3.381	4.348	4.539	-3.067	1.494	2.223	4.674	4.724	5.137	6.473	5.472	-0.359	3.359	2.340	-0.456	2.925	3.629	3.856	2.910	0.020	2.800	3.000	3.200	3.400	3.500	3.500	2017
674	MDG	NGDP_RPCH	Madagascar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.788	-9.800	-1.900	0.900	1.760	1.156	1.960	1.175	3.407	4.075	3.129	-6.306	1.181	2.100	-0.042	1.679	2.154	3.693	3.917	4.699	4.457	5.980	-12.408	9.785	5.257	4.756	5.399	6.420	7.207	-4.726	0.263	1.455	3.027	2.255	3.316	3.117	4.180	4.086	5.097	5.589	5.401	5.198	5.045	5.053	2015
676	MWI	NGDP_RPCH	Malawi	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.395	-5.245	2.516	3.694	5.373	4.571	-0.215	1.625	3.177	1.345	5.692	8.730	-7.333	9.692	-10.313	13.830	9.979	6.587	1.061	3.541	0.775	-4.076	1.760	5.706	5.420	3.269	4.700	9.600	7.640	8.328	6.874	4.854	1.886	5.200	5.700	2.950	2.270	4.000	3.500	4.500	5.000	5.500	6.000	6.500	2011
548	MYS	NGDP_RPCH	Malaysia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.444	6.942	5.941	6.250	7.762	-0.876	1.153	5.389	9.938	9.060	9.007	9.547	8.886	9.896	9.211	9.830	10.002	7.327	-7.359	6.131	8.671	0.518	5.391	5.789	6.783	4.976	5.584	6.299	4.832	-1.514	7.528	5.294	5.473	4.694	6.007	5.028	4.220	5.902	5.270	4.970	4.900	4.700	4.870	4.940	2017
556	MDV	NGDP_RPCH	Maldives	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	18.803	7.886	7.466	4.414	17.379	13.801	8.596	8.866	8.722	9.292	-4.049	6.896	6.467	5.417	7.505	7.377	9.084	10.405	9.789	7.230	4.770	3.452	6.098	25.394	5.943	-13.394	25.788	8.130	9.517	-6.629	7.093	8.431	2.331	7.105	7.565	2.246	4.481	4.834	5.012	5.015	5.460	5.464	5.500	5.373	2016
678	MLI	NGDP_RPCH	Mali	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.299	-4.542	-11.557	3.229	2.419	3.243	6.104	2.479	0.054	10.692	9.310	7.680	-1.562	3.561	3.802	2.997	7.281	4.797	2.926	6.245	-0.061	15.376	3.106	9.119	1.560	6.535	4.662	3.494	4.773	4.679	5.413	3.240	-0.836	2.304	7.043	5.963	5.789	5.300	5.000	4.700	4.700	4.700	4.700	4.700	2016
181	MLT	NGDP_RPCH	Malta	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.627	2.923	2.514	0.472	3.819	1.852	3.962	3.321	-2.445	3.543	1.326	2.691	4.658	8.124	9.889	5.488	6.573	5.651	4.597	4.026	3.503	3.211	3.198	2017
867	MHL	NGDP_RPCH	Marshall Islands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.363	6.038	5.393	2.610	0.293	-0.084	2.915	1.437	3.653	-1.645	-1.636	6.454	1.207	3.458	2.860	-0.757	-0.365	1.910	2.035	1.908	1.800	1.663	1.624	1.517	1.517	1.517	2017
