WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	Estimates Start After	
328	GRD	NGDP_RPCH	Grenada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	15.067	1.375	4.107	3.295	3.963	5.988	7.358	9.073	2.916	3.758	4.241	1.423	-0.813	-1.956	1.838	2.196	4.386	4.916	11.808	6.981	5.063	-2.024	3.438	9.464	-0.647	13.273	-3.993	6.124	0.948	-6.613	-0.511	0.765	-1.155	2.351	7.342	6.445	3.740	4.439	4.361	0.677	-13.757	5.600	3.610	3.598	3.948	3.503	3.163	2.849	2020	
258	GTM	NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.700	0.644	-3.542	-2.528	0.510	-0.600	0.100	3.579	3.892	3.943	3.101	3.000	4.600	3.400	3.500	4.400	2.800	4.100	4.600	3.700	2.500	2.399	4.245	2.617	2.969	3.065	5.575	6.049	3.662	0.632	2.806	4.445	3.147	3.485	4.444	4.092	2.678	3.080	3.322	3.867	-1.519	8.000	3.954	3.614	3.542	3.501	3.502	3.503	2021	
656	GIN	NGDP_RPCH	Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.601	0.610	1.800	1.300	1.400	5.000	3.114	3.300	6.308	4.003	4.324	2.497	3.273	5.048	4.001	4.680	4.462	5.182	3.644	3.812	2.503	3.658	5.165	1.249	2.340	2.997	2.497	6.512	4.142	-1.538	4.219	5.614	5.913	3.946	3.697	3.822	10.821	10.304	6.358	5.646	6.377	4.217	4.761	5.827	6.279	5.106	5.118	5.107	2019	
654	GNB	NGDP_RPCH	Guinea-Bissau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.498	4.200	-3.400	5.500	4.300	-1.000	5.600	1.958	2.925	4.580	7.305	3.095	2.276	2.963	4.016	3.747	5.994	-22.446	16.815	1.100	4.786	3.654	-0.286	1.172	6.560	2.667	2.560	4.525	2.448	5.605	8.085	-1.713	3.256	0.965	6.134	5.307	4.789	3.358	4.500	1.500	3.750	3.750	4.500	5.000	5.000	5.000	5.000	2017	
336	GUY	NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.076	0.562	-8.884	-11.497	2.134	0.366	-0.234	-0.130	-5.981	-4.944	-3.010	6.026	7.758	8.201	8.482	5.055	7.956	6.185	-1.707	2.986	-1.345	2.260	1.149	-0.652	1.566	-1.942	5.127	7.020	1.977	3.319	4.371	5.437	5.039	3.653	1.686	0.687	3.807	3.734	4.441	5.353	43.480	19.928	47.219	34.488	3.548	3.723	3.727	3.748	2021	
263	HTI	NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.345	1.056	-2.797	-1.500	0.201	0.757	0.273	-0.432	0.559	-1.131	-0.440	1.262	-2.251	-4.922	-11.603	9.892	4.143	2.705	2.182	2.710	0.870	-0.343	1.052	3.481	-1.318	3.072	1.769	4.707	2.658	5.890	-5.652	5.098	0.502	4.325	1.723	2.563	1.812	2.510	1.668	-1.685	-3.343	-1.798	0.300	1.400	1.600	1.700	1.700	1.700	2021	
268	HND	NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.668	2.533	-1.391	-0.924	4.346	4.188	0.723	6.031	4.610	4.326	0.097	3.252	5.624	6.230	-1.303	4.080	3.578	4.994	2.902	-0.736	7.291	2.723	3.754	4.547	6.232	6.051	6.567	6.188	4.232	-2.432	3.731	3.836	4.129	2.792	3.058	3.840	3.893	4.843	3.845	2.653	-8.965	12.500	3.800	3.540	3.640	3.740	3.940	3.940	2021	
532	HKG	NGDP_RPCH	Hong Kong SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.340	9.193	2.887	6.015	10.002	0.715	11.104	13.395	8.512	2.277	3.831	5.702	6.235	6.201	6.036	2.374	4.259	5.100	-5.883	2.507	7.663	0.561	1.657	3.056	8.700	7.388	7.033	6.465	2.128	-2.459	6.768	4.815	1.700	3.102	2.762	2.388	2.175	3.796	2.847	-1.678	-6.497	6.418	0.463	4.901	2.861	2.781	2.757	2.849	2021	
944	HUN	NGDP_RPCH	Hungary	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.215	2.867	2.841	0.723	2.658	-0.253	1.535	4.051	-0.065	0.736	-3.497	-11.892	-3.064	-0.576	2.947	2.541	0.082	3.143	3.900	3.071	4.479	4.074	4.741	4.085	4.823	4.244	4.031	0.242	1.058	-6.700	1.122	1.937	-1.381	1.861	4.229	3.819	2.303	4.269	5.359	4.554	-4.676	7.124	3.730	3.640	3.650	3.300	2.900	2.700	2021	
176	ISL	NGDP_RPCH	Iceland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.738	4.265	2.154	-2.151	4.129	3.293	6.270	8.546	-0.090	0.258	1.169	-0.224	-3.374	1.313	3.609	0.117	4.567	5.772	7.363	4.024	4.985	4.013	0.560	2.143	7.802	6.125	6.317	8.455	2.210	-7.664	-2.833	1.846	1.064	4.552	1.687	4.437	6.304	4.195	4.889	2.423	-7.071	4.348	3.254	2.324	2.342	2.311	2.281	2.299	2020	
534	IND	NGDP_RPCH	India	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.281	6.006	3.476	7.289	3.821	5.254	4.777	3.965	9.628	5.947	5.534	1.057	5.482	4.750	6.659	7.575	7.550	4.050	6.184	8.463	3.975	4.944	3.907	7.944	7.849	9.285	9.264	9.801	3.891	8.480	10.260	6.638	5.456	6.386	7.410	7.996	8.256	6.795	6.454	3.738	-6.596	8.948	8.153	6.894	6.989	7.039	6.538	6.168	2021	
536	IDN	NGDP_RPCH	Indonesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.880	7.604	2.246	4.193	7.574	3.906	7.189	6.572	6.979	9.085	9.002	8.928	6.523	7.956	7.540	8.220	7.818	4.700	-13.127	0.791	4.979	3.643	4.499	4.780	5.031	5.693	5.501	6.345	7.442	4.702	6.378	6.170	6.030	5.557	5.007	4.876	5.033	5.070	5.174	5.019	-2.065	3.691	5.409	6.001	5.764	5.410	5.271	5.177	2021	
429	IRN	NGDP_RPCH	Islamic Republic of Iran	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-21.600	-5.697	23.171	11.087	-7.140	1.868	-9.785	-0.172	-6.082	6.132	13.595	12.716	3.298	-1.471	-1.698	2.401	6.351	1.350	2.080	2.003	5.846	2.392	8.079	8.639	4.337	3.190	5.000	8.156	0.251	1.007	5.798	2.646	-3.747	-1.522	4.985	-1.425	8.815	2.759	-2.254	-1.340	1.762	4.011	3.041	2.021	2.022	2.023	2.024	2.025	2021	
433	IRQ	NGDP_RPCH	Iraq	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.752	-4.341	-6.569	-7.797	81.787	53.386	1.675	5.638	1.889	8.228	3.379	6.403	7.546	13.936	7.628	0.738	2.537	15.199	-3.399	4.703	5.811	-15.701	5.937	9.525	5.721	2.701	2.602	2.603	2.625	2020	
178	IRL	NGDP_RPCH	Ireland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.898	2.512	1.495	-0.729	3.204	1.947	0.424	3.641	2.998	5.614	7.711	1.642	3.579	2.314	5.894	9.593	9.092	10.747	8.758	10.523	9.399	5.305	5.896	3.010	6.786	5.736	4.981	5.306	-4.487	-5.100	1.755	1.068	-0.052	1.267	8.713	25.177	2.042	8.940	9.030	4.917	5.867	13.479	5.200	4.999	4.040	3.012	3.023	3.030	2021	
436	ISR	NGDP_RPCH	Israel	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.568	4.723	1.424	2.586	2.210	4.451	3.551	7.490	3.564	1.419	6.633	4.618	7.155	3.771	7.011	9.654	6.026	3.925	4.198	3.570	8.892	0.103	-0.195	1.149	4.915	4.158	5.777	6.102	3.459	1.143	5.685	5.542	2.823	4.777	4.125	2.280	4.463	4.377	3.983	3.774	-2.153	8.188	4.962	3.511	3.494	3.494	3.510	3.515	2021	
136	ITA	NGDP_RPCH	Italy	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.099	0.557	0.156	0.925	3.013	2.621	2.710	3.067	4.029	3.252	1.982	1.439	0.723	-0.835	2.074	2.683	1.267	1.830	1.811	1.626	3.787	1.951	0.254	0.139	1.424	0.818	1.791	1.487	-0.962	-5.281	1.713	0.707	-2.981	-1.841	-0.005	0.778	1.293	1.668	0.926	0.500	-9.026	6.636	2.274	1.663	1.250	1.150	1.000	0.500	2020	
343	JAM	NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.041	4.420	3.080	4.153	0.950	-0.900	7.000	7.700	-3.993	4.700	4.875	0.834	2.778	2.211	1.875	2.521	0.236	-1.641	-1.210	0.981	0.776	1.281	0.675	3.667	1.324	0.894	2.899	1.444	-0.818	-3.411	-1.435	1.426	-0.501	0.224	0.575	0.869	1.498	0.679	1.827	0.970	-10.049	4.363	2.468	3.327	1.670	1.848	1.839	1.600	2020	
158	JPN	NGDP_RPCH	Japan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.181	4.209	3.312	3.523	4.502	5.233	3.327	4.731	6.785	4.858	4.893	3.417	0.848	-0.518	0.876	2.631	3.134	0.981	-1.270	-0.334	2.765	0.386	0.042	1.535	2.186	1.804	1.372	1.484	-1.224	-5.693	4.098	0.024	1.375	2.005	0.296	1.561	0.754	1.675	0.584	-0.240	-4.498	1.621	2.392	2.315	0.803	0.687	0.455	0.398	2020	
439	JOR	NGDP_RPCH	Jordan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.326	15.327	5.241	0.238	5.587	-1.176	5.468	2.730	2.083	-11.348	1.063	2.437	13.280	3.137	5.047	6.439	0.665	4.274	3.270	2.826	4.267	4.850	7.000	3.915	8.119	8.415	8.878	7.998	6.944	5.024	2.315	2.737	2.429	2.610	3.384	2.497	1.994	2.088	1.934	1.955	-1.551	2.034	2.400	3.100	3.300	3.300	3.300	3.300	2020	
916	KAZ	NGDP_RPCH	Kazakhstan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.200	-12.580	-8.200	0.500	1.700	-1.900	2.700	9.800	13.499	9.799	9.300	9.599	9.702	10.700	8.900	3.300	1.200	7.299	7.501	5.001	5.899	4.300	1.000	0.900	3.901	4.100	4.500	-2.600	4.000	2.320	4.351	4.438	4.284	3.084	3.084	2020	
664	KEN	NGDP_RPCH	Kenya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.572	4.100	5.052	1.593	1.600	4.073	6.982	5.811	6.091	4.554	4.134	1.339	-1.080	-0.095	2.531	4.287	4.148	0.411	2.983	2.199	0.347	3.979	0.481	2.949	4.635	5.665	5.854	6.851	0.232	3.636	8.058	5.121	4.569	3.798	5.020	4.968	4.214	3.816	5.629	4.981	-0.316	7.228	5.656	5.279	5.426	5.454	5.449	5.424	2020	
826	KIR	NGDP_RPCH	Kiribati	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.058	0.242	0.749	-2.715	2.392	-4.519	0.975	0.426	9.149	-3.101	-1.331	0.134	1.307	1.046	1.754	-0.084	1.141	1.965	6.850	-1.771	5.956	-1.418	3.962	2.006	-1.629	4.952	-0.049	2.035	-2.092	0.803	-1.120	1.763	5.136	4.162	-1.096	9.865	-0.478	-0.245	5.274	-0.540	-0.547	1.469	1.058	2.805	2.609	2.255	2.102	1.971	2020	
542	KOR	NGDP_RPCH	Korea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.646	7.246	8.338	13.376	10.552	7.839	11.327	12.724	11.988	7.073	9.878	10.778	6.199	6.877	9.269	9.615	7.891	6.171	-5.129	11.467	9.061	4.852	7.725	3.147	5.197	4.309	5.264	5.800	3.013	0.793	6.805	3.686	2.403	3.165	3.202	2.809	2.947	3.160	2.907	2.244	-0.852	4.021	2.541	2.941	2.582	2.459	2.365	2.284	2021	
967	UVK	NGDP_RPCH	Kosovo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.553	-0.441	2.555	0.605	4.510	3.594	8.348	1.815	5.035	4.941	6.320	1.712	5.340	3.349	5.916	5.572	4.825	3.406	4.757	-5.341	9.500	2.800	3.900	4.100	3.900	3.600	3.500	2020	
443	KWT	NGDP_RPCH	Kuwait	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-20.364	-18.921	-9.504	5.253	5.240	-4.258	8.565	8.142	-10.050	25.896	-26.229	-41.008	82.809	35.132	8.616	1.669	0.598	2.493	3.654	-1.789	4.691	0.209	3.014	17.337	10.762	10.076	7.520	5.992	2.480	-7.076	-2.371	9.628	6.625	1.151	0.499	0.593	2.926	-4.714	2.437	-0.552	-8.855	1.308	8.228	2.621	2.650	2.634	2.650	2.655	2020	
917	KGZ	NGDP_RPCH	Kyrgyz Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.005	-19.807	-5.424	7.085	9.915	2.122	3.656	5.443	5.322	-0.017	7.030	7.027	-0.176	3.103	8.543	7.566	2.886	-0.472	5.956	-0.088	10.915	4.024	3.876	4.336	4.740	3.459	4.601	-8.617	3.742	0.863	5.019	4.195	4.113	4.065	4.041	2021	
544	LAO	NGDP_RPCH	Lao P.D.R.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.004	15.332	4.715	3.000	6.438	9.122	4.829	-0.960	-2.100	9.893	6.686	3.999	6.999	5.867	8.160	7.045	6.892	6.907	4.279	4.028	6.429	4.772	6.809	6.179	7.187	6.940	8.954	7.851	7.822	7.373	8.018	7.986	7.805	8.026	7.612	7.270	7.023	6.851	6.289	4.652	-0.435	2.061	3.200	3.500	3.750	3.950	4.150	4.300	2020	
941	LVA	NGDP_RPCH	Latvia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.400	2.200	-2.084	2.588	8.837	6.336	2.756	5.676	6.328	7.087	8.423	8.282	10.715	11.965	9.943	-3.243	-14.248	-4.471	2.564	7.037	2.011	1.900	3.885	2.368	3.313	3.989	2.484	-3.769	4.672	1.003	2.351	3.868	3.314	3.254	3.260	2021	
446	LBN	NGDP_RPCH	Lebanon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.467	0.550	-36.789	22.710	44.479	24.300	-6.773	16.729	-28.209	-42.195	-13.421	38.200	4.495	7.000	8.030	6.493	4.038	10.190	3.900	-0.800	1.100	3.900	3.400	1.700	7.500	0.700	1.549	9.312	9.067	10.234	7.974	0.868	2.540	3.810	2.454	0.582	1.583	0.781	-1.703	-7.156	-22.000	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2019	
666	LSO	NGDP_RPCH	Lesotho	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.825	3.079	5.556	2.980	4.329	3.309	4.072	2.140	7.738	5.520	5.191	4.767	6.222	3.847	4.475	2.814	4.921	3.482	1.404	1.590	4.904	3.276	1.576	4.071	2.398	3.112	4.417	4.993	3.760	0.362	5.100	5.061	5.146	1.772	2.068	3.255	1.885	-2.705	-0.280	--	-5.982	2.112	3.070	1.594	2.084	2.261	0.667	0.122	2020	
668	LBR	NGDP_RPCH	Liberia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.758	4.431	-28.974	3.971	5.856	8.480	13.103	6.105	5.192	6.351	7.700	8.420	8.836	0.695	0.007	-1.630	2.469	1.242	-2.516	-2.967	4.217	4.546	5.519	5.636	5.631	5.657	5.680	2016	
672	LBY	NGDP_RPCH	Libya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.606	-20.040	1.518	-4.709	-8.306	0.607	-11.353	-14.702	7.579	7.199	3.720	15.655	-2.712	-3.763	1.935	-12.397	2.633	-0.607	-0.377	0.462	3.681	-1.764	-0.959	13.016	4.461	11.870	6.500	6.354	-18.121	-2.988	3.176	-66.657	124.709	-36.829	-53.017	-13.023	-7.389	64.014	17.879	13.188	-59.719	177.260	3.482	4.385	4.415	4.016	3.727	3.588	2020	
946	LTU	NGDP_RPCH	Lithuania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.239	8.311	7.476	-1.141	3.696	6.526	6.751	10.566	6.570	7.732	7.414	11.107	2.615	-14.839	1.652	6.039	3.844	3.550	3.537	2.024	2.519	4.282	3.993	4.574	-0.132	4.941	1.843	2.590	3.134	2.894	2.700	2.538	2021	
137	LUX	NGDP_RPCH	Luxembourg	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.170	0.798	1.039	1.887	4.730	5.596	9.983	3.951	8.464	9.798	5.320	8.645	1.819	4.201	3.821	1.432	1.515	5.937	6.492	8.421	8.442	3.074	3.225	2.620	4.231	2.482	6.017	8.098	-0.302	-3.239	3.760	1.045	1.650	3.171	2.623	2.269	4.978	1.317	2.004	3.284	-1.777	6.887	1.771	2.095	2.937	2.464	2.529	2.520	2020	
546	MAC	NGDP_RPCH	Macao SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.911	11.641	26.631	8.075	13.391	14.476	3.391	1.274	25.123	21.617	9.242	10.753	-2.048	-21.515	-0.679	9.983	6.465	-2.512	-54.011	17.990	15.530	23.300	18.561	9.798	5.100	3.492	2021	
674	MDG	NGDP_RPCH	Madagascar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.788	-9.800	-1.900	0.900	1.760	1.156	1.960	1.175	3.407	4.075	3.129	-6.306	1.181	2.100	-0.042	1.679	2.154	3.693	3.917	4.699	4.457	5.980	-12.408	9.785	5.257	4.756	5.399	5.711	6.713	-3.979	0.619	1.578	3.011	2.300	3.339	3.132	3.993	3.933	3.194	4.411	-7.141	3.537	5.144	5.217	5.229	5.086	5.010	5.000	2018	
