WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	Estimates Start After	
522	KHM	NGDP_RPCH	Cambodia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.616	3.327	1.118	7.592	7.069	4.042	8.181	5.979	5.898	4.007	4.682	12.705	9.575	8.561	6.579	8.506	10.341	13.250	10.771	10.213	6.692	0.087	5.963	7.070	7.313	7.357	7.143	7.036	6.863	6.997	7.469	7.054	-3.130	2.151	5.098	5.889	6.100	6.346	6.504	6.500	2020	
622	CMR	NGDP_RPCH	Cameroon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.900	17.051	7.563	6.844	7.468	8.107	6.791	-2.153	-7.865	-1.770	-6.161	-3.764	-3.050	-3.158	-2.495	3.304	4.912	5.314	4.895	4.062	3.363	3.356	4.847	4.994	6.561	1.218	3.524	4.100	2.858	2.619	2.935	3.484	4.508	4.987	5.779	5.600	4.479	3.541	3.975	3.479	0.534	3.547	4.265	4.938	5.039	5.095	5.138	5.164	2020	
156	CAN	NGDP_RPCH	Canada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.163	3.503	-3.187	2.601	5.908	4.737	2.145	4.073	4.410	2.317	0.165	-2.086	0.900	2.661	4.494	2.694	1.619	4.280	3.896	5.163	5.178	1.790	3.018	1.802	3.087	3.204	2.634	2.072	1.004	-2.926	3.090	3.146	1.761	2.329	2.870	0.659	1.001	3.040	2.777	1.880	-5.233	4.563	3.923	2.753	1.736	1.669	1.647	1.631	2021	
626	CAF	NGDP_RPCH	Central African Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.995	12.954	-3.572	-6.027	9.912	3.733	7.193	0.000	1.718	3.790	1.364	-0.799	-4.923	-1.198	12.572	3.166	-6.157	4.105	3.340	2.887	-3.581	2.609	2.091	-2.249	-0.096	2.931	4.754	4.031	2.613	2.812	4.631	4.195	5.054	-36.392	0.080	4.338	4.750	4.528	3.820	2.970	0.959	0.983	3.543	3.739	4.024	4.025	4.049	4.664	2017	
628	TCD	NGDP_RPCH	Chad	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.008	-10.805	5.376	15.659	5.256	7.897	5.966	3.647	7.544	1.952	3.202	10.402	2.392	-2.074	5.494	-0.775	2.115	5.653	6.952	-0.683	-0.880	11.658	8.491	14.722	33.629	8.311	0.648	3.272	3.063	4.139	13.598	0.120	8.807	5.753	6.893	1.770	-5.558	-2.380	2.355	3.419	-2.157	-1.118	3.318	3.483	3.415	3.481	3.574	3.508	2017	
228	CHL	NGDP_RPCH	Chile	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.945	6.212	-13.588	-2.802	5.886	1.968	5.596	6.581	7.288	10.605	3.671	7.769	11.133	6.694	5.066	8.876	6.890	7.416	4.356	-0.456	5.335	3.301	3.096	4.090	7.202	5.742	6.316	4.911	3.567	-1.586	5.829	6.125	5.338	2.968	1.788	2.142	1.754	1.312	3.980	0.845	-6.063	11.690	1.525	0.485	1.656	2.225	2.472	2.459	2021	
924	CHN	NGDP_RPCH	China	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.910	5.100	9.000	10.800	15.200	13.501	8.597	11.700	11.200	4.200	3.888	9.300	14.277	13.879	13.029	10.969	9.921	9.247	7.856	7.680	8.472	8.319	9.115	10.021	10.114	11.389	12.710	14.247	9.592	9.446	10.611	9.551	7.848	7.771	7.391	7.018	6.851	6.947	6.751	5.951	2.244	8.080	4.373	5.074	5.087	4.968	4.922	4.784	2021	
233	COL	NGDP_RPCH	Colombia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.429	2.277	0.948	1.574	3.351	3.107	5.824	5.369	4.064	3.414	4.282	2.372	4.353	5.710	5.147	5.202	2.056	3.430	0.570	-4.204	2.925	1.678	2.504	3.918	5.333	4.707	6.717	6.738	3.283	1.140	4.495	6.948	3.913	5.134	4.499	2.956	2.087	1.359	2.564	3.187	-7.048	10.563	5.800	3.644	3.440	3.360	3.445	3.445	2021	
632	COM	NGDP_RPCH	Comoros	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.383	5.462	4.058	3.093	4.167	2.888	2.167	2.168	5.068	-0.816	7.363	-6.156	7.382	2.511	-4.007	5.630	-0.525	4.402	0.014	2.724	-0.967	5.444	4.616	1.971	3.100	5.745	-1.829	0.804	3.965	3.241	3.778	4.144	3.168	4.466	2.107	1.299	3.457	4.177	3.639	1.756	-0.342	2.234	3.547	3.677	3.872	4.298	4.398	4.342	2019	
636	COD	NGDP_RPCH	Democratic Republic of the Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.405	0.945	-0.454	1.410	4.844	0.464	4.720	2.671	0.465	-1.260	-6.568	-8.445	-10.462	-13.468	-6.144	2.762	-1.935	-7.840	-3.875	-3.802	-8.136	-2.100	2.948	5.578	6.738	6.135	5.321	6.259	6.226	2.855	7.108	6.875	7.087	8.482	9.470	6.916	2.399	3.727	5.816	4.390	1.735	5.744	6.429	6.922	6.736	6.774	6.591	6.632	2020	
634	COG	NGDP_RPCH	Republic of Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	12.678	2.613	2.410	2.393	2.375	2.359	2.343	2.327	21.908	21.269	1.003	3.402	4.181	1.316	-1.401	3.965	3.495	-1.004	8.950	-3.678	11.752	-4.823	0.985	0.459	-0.197	9.211	7.986	-6.614	6.306	11.637	9.931	2.206	9.947	-0.712	6.717	-3.551	-10.702	-4.374	-4.846	-0.431	-8.149	-0.160	2.400	2.684	7.366	1.541	0.318	3.370	2019	
238	CRI	NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.752	-2.260	-7.285	2.859	8.028	0.722	5.536	4.765	3.432	5.666	3.600	2.263	9.201	7.097	4.519	4.154	1.350	5.476	7.155	4.215	3.869	3.491	3.417	4.317	4.425	3.977	7.327	8.215	4.738	-0.873	5.360	4.403	4.883	2.495	3.542	3.652	4.204	4.158	2.616	2.418	-4.051	7.580	3.340	3.140	3.243	3.181	3.159	3.160	2021	
662	CIV	NGDP_RPCH	Côte d'Ivoire	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.196	3.498	0.200	-2.500	-2.000	3.600	4.800	-0.500	1.140	2.950	-1.090	0.040	-0.250	-0.180	0.171	5.572	8.136	5.723	4.931	1.618	-2.068	0.121	-1.668	-1.360	1.232	1.721	1.516	1.765	2.543	3.251	2.018	-4.857	10.864	9.272	8.794	8.843	7.187	7.360	6.890	6.232	1.951	6.500	5.960	6.700	6.400	6.200	6.000	6.000	2019	
960	HRV	NGDP_RPCH	Croatia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.000	5.900	6.634	5.874	6.645	1.862	-0.936	3.749	3.032	5.722	5.526	4.149	4.313	4.939	4.912	1.896	-7.282	-1.251	-0.085	-2.276	-0.363	-0.346	2.526	3.532	3.414	2.900	3.482	-8.100	10.449	2.700	4.000	3.000	3.000	3.000	3.000	2020	
423	CYP	NGDP_RPCH	Cyprus	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.920	3.051	6.279	5.307	8.837	4.746	3.583	7.139	8.317	8.088	7.402	0.740	9.365	0.701	5.899	9.924	1.247	2.641	6.112	4.998	5.965	3.953	3.722	2.624	5.025	4.854	4.713	5.097	3.648	-2.016	2.015	0.402	-3.447	-6.554	-1.828	3.382	6.455	5.853	5.693	5.282	-4.985	5.513	2.144	3.506	3.013	2.730	2.806	2.930	2021	
935	CZE	NGDP_RPCH	Czech Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.525	-0.518	-0.357	1.384	4.001	3.043	1.570	3.584	4.814	6.602	6.767	5.570	2.686	-4.657	2.435	1.760	-0.785	-0.046	2.262	5.388	2.537	5.169	3.199	3.029	-5.798	3.256	2.283	4.219	3.616	3.134	2.502	2.505	2020	
128	DNK	NGDP_RPCH	Denmark	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.484	-0.658	3.678	2.594	4.172	4.005	4.900	0.254	-0.008	0.642	1.473	1.397	1.959	0.008	5.329	3.029	2.905	3.260	2.213	2.948	3.749	0.823	0.467	0.388	2.668	2.342	3.912	0.908	-0.511	-4.905	1.868	1.336	0.229	0.935	1.616	2.343	3.248	2.819	1.991	2.114	-2.061	4.128	2.300	1.700	1.800	1.800	1.800	1.800	2021	
611	DJI	NGDP_RPCH	Djibouti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.562	-6.751	-1.360	-3.481	-3.732	-1.216	0.114	2.919	0.713	1.793	3.234	3.186	2.779	3.111	4.825	5.017	5.806	1.616	4.147	7.293	4.842	5.001	7.062	7.675	6.918	5.077	8.495	6.575	1.000	4.000	3.000	5.000	6.000	6.000	6.000	6.000	2018	
321	DMA	NGDP_RPCH	Dominica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	13.383	10.829	4.128	2.556	4.197	1.421	7.073	6.308	7.817	-0.191	5.419	1.346	2.030	2.162	0.034	3.030	3.105	2.185	3.774	0.355	2.340	-0.063	-2.829	6.353	3.051	0.656	4.659	6.354	7.121	-1.170	0.673	-0.224	-1.059	-1.000	4.754	-2.732	2.764	-6.619	3.548	7.488	-10.997	3.698	6.767	4.967	4.564	4.070	2.499	2.489	2018	
243	DOM	NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.969	4.279	1.700	4.628	1.253	-2.123	3.522	10.117	2.156	4.401	-5.454	0.945	11.221	7.365	2.600	5.685	5.978	8.885	6.714	5.940	4.662	2.460	4.495	-1.346	2.570	9.428	9.174	7.416	3.210	0.946	8.340	3.133	2.717	4.875	7.050	6.927	6.659	4.667	6.983	5.052	-6.720	12.263	5.475	4.964	5.000	5.000	5.000	5.000	2021	
248	ECU	NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.900	3.900	1.200	-2.800	4.200	4.400	3.094	-5.972	10.486	0.285	3.008	5.113	3.614	2.000	4.258	2.253	1.732	4.328	3.267	-4.739	1.092	4.016	4.097	2.723	8.211	5.291	4.404	2.190	6.357	0.566	3.525	7.868	5.642	4.947	3.789	0.099	-1.226	2.368	1.289	0.012	-7.788	4.235	2.857	2.675	2.783	2.797	2.797	2.797	2021	
469	EGY	NGDP_RPCH	Egypt	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.409	2.198	7.296	8.876	8.021	7.425	4.759	4.273	3.994	2.993	2.350	2.100	0.300	2.900	4.188	4.484	4.879	5.919	7.543	6.110	5.383	3.524	3.186	3.193	4.092	4.472	6.844	7.088	7.156	4.674	5.147	1.765	2.226	3.302	2.916	4.372	4.347	4.077	5.314	5.558	3.570	3.326	5.892	5.046	5.475	5.762	5.832	5.904	2021	
253	SLV	NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-8.625	-5.725	-6.306	1.535	1.337	0.616	0.190	2.513	1.878	0.962	4.831	1.494	7.018	5.819	4.690	4.735	0.818	3.135	2.654	2.161	1.126	0.877	1.581	1.562	0.891	2.707	4.343	1.861	2.127	-2.083	2.106	3.812	2.814	2.239	1.710	2.395	2.542	2.253	2.412	2.633	-7.942	10.300	3.000	2.250	2.160	2.000	1.965	1.965	2020	
642	GNQ	NGDP_RPCH	Equatorial Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.839	5.769	2.202	5.004	1.011	12.905	-2.331	4.437	2.655	-1.229	2.537	-1.245	33.002	10.461	16.808	26.510	52.678	147.973	24.815	26.395	110.505	60.023	19.621	14.455	30.391	8.210	6.501	15.282	17.799	1.343	-8.924	6.524	8.313	-4.133	0.415	-9.110	-8.816	-5.668	-6.237	-5.979	-4.893	-3.531	6.127	-2.865	-11.503	-2.512	-4.539	-0.981	2020	
643	ERI	NGDP_RPCH	Eritrea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.882	20.918	2.325	9.136	7.900	1.966	0.187	-12.355	8.755	3.005	-2.656	1.452	2.574	-0.969	1.427	-19.436	12.179	10.853	25.710	1.886	-10.456	30.934	-20.621	7.391	-10.015	13.032	3.836	-0.627	2.903	4.659	3.617	3.749	3.773	3.794	3.752	2018	
939	EST	NGDP_RPCH	Estonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.642	2.155	4.943	13.050	4.340	-0.425	10.088	6.004	6.771	7.600	6.804	9.526	9.766	7.579	-5.132	-14.629	2.444	7.263	3.228	1.458	3.011	1.853	3.155	5.792	4.134	4.096	-2.951	8.349	0.200	2.200	3.800	3.600	3.300	3.300	2021	
734	SWZ	NGDP_RPCH	Eswatini	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.811	6.902	1.439	-0.547	2.481	1.924	18.584	10.016	7.571	9.408	9.859	1.760	3.227	3.106	2.401	4.826	3.842	3.103	2.604	2.951	1.760	1.055	4.380	3.880	3.624	5.999	5.992	4.435	0.822	1.565	3.794	2.247	5.397	3.861	0.923	2.227	1.063	2.027	2.372	2.613	-1.851	3.147	2.065	1.809	2.102	2.314	2.258	2.278	2020	
644	ETH	NGDP_RPCH	Ethiopia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.997	--	0.961	7.845	-2.305	-11.413	9.693	13.870	0.574	-0.457	2.602	-7.218	-8.907	13.363	3.486	6.121	13.533	2.840	-4.185	6.294	9.838	7.400	1.600	-2.100	11.700	12.600	11.500	11.800	11.200	10.000	10.600	11.400	8.700	9.900	10.300	10.400	8.000	10.210	7.703	9.037	6.057	6.265	3.840	5.716	6.365	6.788	6.979	6.990	2021	
819	FJI	NGDP_RPCH	Fiji	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.694	6.004	-1.092	-4.212	10.107	-3.774	6.596	-7.194	3.462	13.888	5.802	-2.700	6.100	2.600	5.100	2.600	4.800	-2.400	1.300	8.700	-1.700	1.900	3.200	0.800	5.400	-1.300	1.900	-0.900	1.000	-1.400	3.000	2.700	1.411	4.734	5.604	4.502	2.445	5.354	3.813	-0.445	-15.151	-3.987	6.794	7.665	6.437	4.495	3.368	3.413	2020	
172	FIN	NGDP_RPCH	Finland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.673	1.294	3.087	3.122	3.213	3.537	2.726	3.559	5.211	5.087	0.211	-5.886	-3.295	-0.662	3.964	4.217	3.667	6.334	5.457	4.380	5.773	2.609	1.707	2.004	3.992	2.780	4.027	5.299	0.784	-8.074	3.186	2.547	-1.397	-0.902	-0.365	0.544	2.811	3.192	1.142	1.221	-2.300	3.299	1.608	1.747	1.407	1.313	1.276	1.265	2020	
132	FRA	NGDP_RPCH	France	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.809	1.103	2.401	1.308	1.672	1.606	2.254	2.623	4.562	4.471	3.033	0.945	1.481	-0.561	2.339	2.232	1.388	2.299	3.618	3.278	4.090	2.007	1.121	0.843	2.584	1.721	2.626	2.423	0.114	-2.784	1.837	2.238	0.373	0.615	0.975	1.042	1.026	2.441	1.841	1.839	-7.987	6.978	2.940	1.356	1.542	1.447	1.408	1.412	2021	
646	GAB	NGDP_RPCH	Gabon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	--	-4.000	4.100	2.000	4.900	5.800	-2.100	-15.400	3.500	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.150	0.187	1.701	1.120	-0.786	-1.908	6.333	1.733	-2.279	6.270	7.092	5.251	5.517	4.435	3.879	2.091	0.473	0.843	3.915	-1.864	0.918	2.736	3.382	3.633	3.823	3.840	3.823	2020	
648	GMB	NGDP_RPCH	The Gambia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.705	-9.523	20.759	13.518	-7.620	3.649	2.364	2.800	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.320	2.906	1.417	6.500	6.399	5.525	5.753	-3.247	6.874	7.046	-2.352	-0.556	3.043	6.256	6.666	5.908	-8.130	5.242	2.873	-1.407	4.058	1.943	4.823	7.235	6.222	-0.202	5.600	5.604	6.203	6.499	5.825	5.000	5.000	2020	
915	GEO	NGDP_RPCH	Georgia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.600	10.500	10.519	3.105	2.869	1.838	4.805	5.474	11.058	5.794	9.590	9.420	12.579	2.419	-3.651	6.191	7.361	6.417	3.616	4.442	3.027	2.906	4.843	4.843	4.982	-6.760	10.359	3.201	5.800	5.200	5.200	5.200	5.200	2021	
134	DEU	NGDP_RPCH	Germany	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.272	0.110	-0.788	1.555	2.826	2.192	2.417	1.469	3.736	3.913	5.723	5.011	1.920	-0.977	2.399	1.541	0.816	1.785	2.020	1.887	2.904	1.687	-0.201	-0.703	1.184	0.726	3.814	2.982	0.959	-5.696	4.185	3.914	0.427	0.432	2.217	1.487	2.230	2.680	1.086	1.050	-4.560	2.787	2.101	2.721	1.491	1.392	1.211	1.134	2021	
652	GHA	NGDP_RPCH	Ghana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.453	-3.754	-8.303	-6.223	9.378	6.433	6.189	6.660	6.468	4.541	3.595	4.774	4.473	4.772	3.508	4.233	4.765	5.797	5.010	4.529	3.596	3.828	4.617	5.112	5.404	6.230	5.817	4.076	9.008	5.683	7.769	13.950	8.428	7.243	2.856	2.121	3.374	8.129	6.200	6.508	0.414	4.233	5.220	5.116	5.329	5.378	4.098	7.485	2019	
174	GRC	NGDP_RPCH	Greece	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.679	-1.556	-1.130	-1.078	2.007	2.513	0.515	-2.257	4.288	3.799	--	3.102	0.697	-1.599	2.000	2.100	2.862	4.484	3.895	3.073	3.920	4.132	3.923	5.795	5.061	0.599	5.652	3.274	-0.335	-4.301	-5.479	-10.149	-7.087	-2.516	0.476	-0.196	-0.487	1.092	1.668	1.804	-9.019	8.336	3.533	2.565	2.001	1.600	1.400	1.201	2021	
