WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	Estimates Start After	
862	WSM	NGDP_RPCH	Samoa	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.123	-9.056	-1.014	0.485	1.980	5.826	4.790	0.509	2.871	5.819	-6.444	-2.443	4.135	1.683	6.390	6.556	7.274	0.803	1.100	-0.636	5.093	7.390	5.652	5.213	3.087	6.639	2.132	0.486	3.556	-0.542	2.551	4.173	-4.089	-0.419	0.078	4.272	8.054	1.016	-2.168	3.549	-4.997	-1.519	2.658	2.178	2.178	2.178	2019	
135	SMR	NGDP_RPCH	San Marino	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7.520	8.998	2.203	5.539	0.315	3.900	4.565	2.426	3.826	7.103	-0.378	-10.134	-5.805	-8.522	-7.207	-0.817	-0.657	2.695	2.344	0.435	1.696	1.100	-11.000	5.670	2.940	1.446	0.562	0.500	2018	
716	STP	NGDP_RPCH	São Tomé and Príncipe	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.080	-10.314	3.093	-3.874	-6.030	9.300	-5.832	-2.930	1.999	3.135	-2.153	1.201	0.700	1.100	2.200	2.000	1.500	0.996	2.500	2.500	0.448	2.400	2.377	6.573	3.832	7.094	9.116	3.254	8.186	2.426	6.672	4.398	3.142	4.815	6.550	3.798	4.172	3.871	3.028	1.302	-6.500	3.000	5.500	4.500	4.500	4.500	2019	
456	SAU	NGDP_RPCH	Saudi Arabia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.652	1.943	-20.730	-16.051	-4.661	-9.795	17.013	-6.632	13.109	-0.503	15.193	15.008	3.988	-1.364	0.559	0.212	2.637	1.104	2.893	-3.763	5.625	-1.211	-2.819	11.242	7.958	5.574	2.788	1.847	6.250	-2.059	5.039	9.997	5.411	2.699	3.652	4.106	1.671	-0.742	2.434	0.331	-5.435	3.099	3.444	2.547	2.631	2.637	2019	
722	SEN	NGDP_RPCH	Senegal	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.827	5.070	7.843	-5.326	3.746	3.283	3.113	6.094	-0.592	3.978	-0.676	2.556	1.243	1.301	-0.017	5.363	2.012	3.124	5.899	6.347	3.199	4.581	0.655	6.683	5.871	5.623	2.462	4.938	4.056	2.093	3.563	1.458	5.117	2.822	6.614	6.367	6.356	7.407	6.363	5.287	-0.689	5.246	6.008	12.414	8.146	6.028	2019	
942	SRB	NGDP_RPCH	Serbia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-12.147	7.759	4.993	7.116	4.415	9.047	10.154	5.108	6.440	5.656	-2.732	0.731	2.036	-0.682	2.893	-1.590	1.776	3.340	2.049	4.392	4.187	-2.468	5.478	6.035	4.508	4.027	4.017	2019	
718	SYC	NGDP_RPCH	Seychelles	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.253	-3.877	-2.071	-0.616	4.306	10.294	0.762	4.875	5.326	10.286	7.455	2.760	7.173	7.303	-2.437	0.485	9.998	12.194	2.467	1.872	4.253	-2.271	1.213	-5.887	-2.850	9.006	9.406	10.418	-2.141	-1.107	5.945	5.379	3.680	6.018	4.531	4.911	4.563	4.376	3.754	3.901	-13.778	4.172	5.550	4.828	4.173	3.961	2017	
724	SLE	NGDP_RPCH	Sierra Leone	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.560	1.878	1.780	-1.576	1.700	-6.740	0.132	2.382	2.058	4.952	1.611	-7.993	-9.646	0.054	3.500	-10.025	-24.787	-17.596	-0.837	-8.122	3.807	18.170	26.425	9.327	6.598	4.505	4.224	8.058	5.400	3.187	5.347	6.312	15.178	20.720	4.555	-20.493	6.354	3.771	3.458	5.351	-3.085	2.742	4.235	4.542	4.497	4.608	2018	
576	SGP	NGDP_RPCH	Singapore	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.113	10.816	7.102	8.555	8.792	-0.623	1.343	10.798	11.264	10.159	9.821	6.689	6.640	11.463	11.098	7.201	7.471	8.320	-2.195	5.724	9.039	-1.069	3.915	4.536	9.820	7.359	9.005	9.022	1.868	0.121	14.526	6.338	4.462	4.837	3.938	2.989	3.243	4.337	3.438	0.733	-6.001	4.977	2.586	2.613	2.524	2.470	2019	
936	SVK	NGDP_RPCH	Slovak Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.206	7.872	6.941	4.445	4.076	-0.106	1.167	3.254	4.510	5.499	5.279	6.623	8.493	10.832	5.575	-5.456	5.721	2.865	1.896	0.671	2.752	4.822	2.123	3.046	3.897	2.399	-7.086	6.900	4.786	3.763	2.775	2.464	2019	
961	SVN	NGDP_RPCH	Slovenia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.800	5.300	4.100	3.602	5.050	3.279	5.333	3.673	3.216	3.506	2.960	4.359	3.798	5.746	6.980	3.510	-7.549	1.344	0.861	-2.639	-1.029	2.768	2.210	3.122	4.833	4.118	2.443	-6.700	5.200	3.448	2.845	2.645	2.348	2019	
813	SLB	NGDP_RPCH	Solomon Islands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.663	-1.797	-1.670	3.891	0.170	-3.132	-0.201	8.421	1.250	4.264	2.200	6.000	12.700	4.000	8.100	10.089	1.610	-0.914	1.292	-0.486	-14.277	-7.957	-2.800	6.523	6.667	5.526	4.874	4.442	5.806	2.569	8.616	7.267	1.865	5.332	1.050	1.417	5.873	5.347	3.943	1.193	-4.993	4.465	3.927	3.723	3.084	2.988	2019	
726	SOM	NGDP_RPCH	Somalia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.200	1.860	2.354	3.460	2.894	1.385	2.800	2.900	-1.500	2.900	3.200	3.400	3.600	3.900	2019	
199	ZAF	NGDP_RPCH	South Africa	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	6.621	5.361	-0.383	-1.847	5.099	-1.211	0.018	2.101	4.200	2.395	-0.318	-1.018	-2.137	1.234	3.234	3.116	4.307	2.647	0.517	2.358	4.155	2.735	3.668	2.949	4.555	5.277	5.604	5.360	3.191	-1.538	3.040	3.284	2.213	2.485	1.847	1.194	0.399	1.415	0.787	0.153	-8.000	3.000	1.540	1.516	2.139	2.340	2019	
733	SSD	NGDP_RPCH	South Sudan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-52.429	29.329	2.918	-0.173	-13.475	-5.765	-1.931	0.870	4.111	-2.271	0.841	2.975	5.493	5.424	2018	
184	ESP	NGDP_RPCH	Spain	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.203	-0.408	1.239	1.652	1.698	2.362	3.432	5.709	5.285	5.004	3.847	2.525	0.851	-1.314	2.335	4.122	2.421	3.865	4.469	4.745	5.053	3.936	2.727	2.984	3.118	3.656	4.104	3.602	0.889	-3.769	0.168	-0.814	-2.958	-1.437	1.382	3.837	3.028	2.895	2.354	1.977	-12.830	7.154	4.464	3.371	2.760	1.450	2019	
524	LKA	NGDP_RPCH	Sri Lanka	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.847	5.345	5.233	3.314	6.725	4.957	4.281	1.454	2.698	2.250	6.174	10.821	-3.135	7.477	8.036	6.051	12.162	10.291	-1.646	2.879	8.418	-1.948	3.727	5.940	5.445	6.242	7.668	6.797	5.950	3.539	8.016	8.405	9.145	3.396	4.961	5.008	4.487	3.578	3.306	2.283	-4.554	5.268	4.961	4.647	4.657	4.785	2019	
361	KNA	NGDP_RPCH	St. Kitts and Nevis	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.278	2.702	6.112	-2.058	9.651	6.437	8.842	8.268	10.353	6.013	5.454	2.270	3.077	5.418	5.404	3.462	5.897	7.327	1.024	3.943	9.714	5.309	1.370	-3.936	3.996	9.734	3.150	0.601	6.120	-4.048	-0.608	1.827	-2.228	5.384	6.286	1.032	2.828	-1.978	2.924	2.842	-18.650	8.000	6.200	4.700	2.683	2.695	2019	
362	LCA	NGDP_RPCH	St. Lucia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.510	5.105	2.114	4.059	8.010	12.590	14.402	3.924	13.899	8.983	9.890	0.376	7.952	0.583	1.599	1.749	2.922	-0.694	6.286	2.670	0.049	-3.409	0.417	4.264	7.268	-0.411	6.233	1.943	4.884	-1.848	0.506	4.803	-0.348	-2.198	1.306	-0.202	3.762	3.489	2.639	1.729	-16.897	7.206	5.911	4.610	1.838	1.841	2018	
364	VCT	NGDP_RPCH	St. Vincent and the Grenadines	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.910	3.880	2.578	3.218	5.303	4.271	5.405	0.650	13.169	3.274	4.806	2.221	7.096	3.589	-1.165	6.798	1.060	3.741	4.459	2.107	1.806	1.710	6.321	7.690	4.156	2.488	7.688	3.343	1.584	-2.099	-3.353	-0.419	1.382	1.833	1.214	1.330	1.897	1.000	2.163	0.400	-6.989	3.679	3.566	3.598	2.740	2.738	2019	
732	SDN	NGDP_RPCH	Sudan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.500	6.320	4.127	-1.510	-5.629	-0.623	9.933	6.462	4.292	1.423	0.838	7.024	5.541	2.750	3.514	8.860	5.465	6.057	8.242	4.235	8.385	10.867	5.941	6.289	5.136	5.648	6.531	5.735	3.847	-2.768	3.858	-3.214	-17.005	1.955	4.661	1.910	3.468	0.709	-2.295	-2.522	-8.380	0.758	1.352	2.706	3.647	4.542	2019	
366	SUR	NGDP_RPCH	Suriname	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-6.500	1.900	-6.300	-5.100	-3.000	-0.900	-2.400	-8.800	10.800	2.300	-1.500	-13.799	3.900	-2.200	-7.000	11.300	11.200	7.000	2.200	-0.900	-0.100	4.902	3.747	6.190	7.305	4.919	5.767	5.099	4.149	3.017	5.163	5.847	2.697	2.931	0.254	-3.414	-5.560	1.762	2.580	0.268	-13.080	1.490	1.970	2.810	2.990	2.090	2018	
144	SWE	NGDP_RPCH	Sweden	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.555	4.540	1.397	2.058	4.347	2.326	2.971	3.302	2.468	2.658	0.751	-1.103	-0.935	-1.829	3.930	3.935	1.579	3.071	4.312	4.247	4.766	1.449	2.197	2.310	4.337	2.859	4.663	3.439	-0.451	-4.340	5.952	3.195	-0.588	1.188	2.658	4.489	2.071	2.568	1.950	1.261	-4.716	3.467	2.942	2.361	2.080	2.039	2019	
146	CHE	NGDP_RPCH	Switzerland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.110	1.602	-1.302	0.603	3.099	3.650	1.858	1.582	3.311	4.392	3.566	-0.816	-0.168	-0.124	1.324	0.534	0.533	2.329	2.932	1.654	4.072	1.288	0.181	0.075	2.623	3.161	4.076	4.107	2.111	-2.229	2.874	1.834	1.006	1.879	2.482	1.265	1.711	1.864	2.739	1.248	-5.304	3.581	2.080	1.421	1.910	1.306	2019	
463	SYR	NGDP_RPCH	Syria	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.493	8.463	2.583	1.605	-6.498	7.296	-4.757	1.251	12.721	-6.067	10.358	10.727	13.246	7.409	5.534	5.423	2.966	-1.090	5.554	-3.121	2.295	3.680	5.897	-2.037	6.903	6.215	5.046	5.675	4.477	5.912	3.440	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2010	
528	TWN	NGDP_RPCH	Taiwan Province of China	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	8.039	7.100	4.810	9.023	10.049	4.807	11.512	12.751	8.024	8.722	5.541	8.372	8.310	6.814	7.503	6.499	6.177	6.051	4.205	6.732	6.314	-1.402	5.481	4.225	6.952	5.383	5.771	6.851	0.799	-1.613	10.245	3.674	2.222	2.484	4.719	1.466	2.165	3.311	2.745	2.709	0.048	3.224	2.146	2.102	2.057	2.056	2019	
923	TJK	NGDP_RPCH	Tajikistan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.099	-21.401	-12.498	-4.368	1.700	5.300	3.699	8.300	10.200	9.100	10.200	10.600	6.700	7.000	7.800	7.900	3.900	6.500	7.400	7.500	7.400	6.700	6.000	6.900	7.100	7.300	7.500	1.000	6.000	4.500	4.000	4.000	4.000	2018	
738	TZA	NGDP_RPCH	Tanzania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.266	0.500	0.600	2.400	3.400	4.600	6.600	5.900	4.400	3.800	7.045	2.072	0.584	1.206	1.567	3.571	4.544	3.525	3.708	4.840	4.934	5.998	7.164	6.886	7.828	7.370	4.661	8.464	5.567	5.382	6.359	7.905	5.141	6.782	6.732	6.161	6.867	6.773	6.959	6.971	1.903	3.599	6.120	6.458	6.592	6.672	2018	
578	THA	NGDP_RPCH	Thailand	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	4.601	5.910	5.353	5.581	5.760	4.643	5.534	9.519	13.288	12.194	11.623	8.403	9.230	8.675	7.997	8.120	5.652	-2.754	-7.634	4.572	4.456	3.444	6.149	7.189	6.289	4.188	4.968	5.435	1.726	-0.691	7.513	0.840	7.243	2.687	0.984	3.134	3.429	4.066	4.151	2.355	-7.145	4.001	4.439	4.271	4.288	3.674	2018	
537	TLS	NGDP_RPCH	Timor-Leste	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16.348	-6.701	-2.182	0.400	3.019	-4.110	10.228	11.339	9.988	9.459	5.807	6.017	2.125	4.451	3.056	3.551	-3.799	-0.780	3.100	-6.800	4.000	4.800	2.400	2.600	2.550	2018	
742	TGO	NGDP_RPCH	Togo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-2.285	-3.419	-3.708	-5.156	5.881	3.717	3.260	-2.484	10.124	4.100	5.897	-0.590	-3.207	-16.319	13.930	19.691	-3.871	3.803	-2.263	2.536	-0.968	0.823	3.827	6.720	-0.979	-4.666	2.650	-1.175	4.062	5.538	6.099	6.398	6.544	6.112	5.921	5.743	5.559	4.357	4.910	5.300	0.000	3.000	4.500	5.000	5.500	5.500	2016	
866	TON	NGDP_RPCH	Tonga	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	15.800	14.000	12.800	5.800	44.100	5.600	8.800	1.700	-3.500	1.100	4.700	5.900	-3.800	-0.100	1.979	7.930	0.090	-0.636	2.306	2.296	3.766	1.460	4.495	0.056	-1.885	-0.416	-2.194	-2.500	4.750	-5.199	0.803	6.818	0.823	0.312	2.019	1.172	6.571	3.322	0.302	0.732	-2.539	-3.546	4.016	3.008	2.451	1.812	2019	
369	TTO	NGDP_RPCH	Trinidad and Tobago	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.400	4.577	3.799	-10.300	-5.751	-4.119	-3.279	-4.562	-3.920	-0.830	1.509	3.112	10.093	-0.669	3.567	3.810	7.134	7.523	8.125	8.025	6.901	3.698	7.152	13.878	7.328	5.895	14.181	4.255	3.286	-4.823	3.461	-0.192	-0.704	2.229	-0.913	1.823	-6.296	-2.312	-0.245	-0.002	-5.645	2.632	4.178	1.811	1.511	1.500	2018	
744	TUN	NGDP_RPCH	Tunisia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.400	5.522	-0.482	4.674	5.731	5.668	-1.453	6.701	0.071	2.579	7.075	4.138	8.009	2.477	3.628	2.671	6.855	5.725	4.963	6.017	4.299	3.796	1.323	4.702	6.236	3.487	5.244	6.710	4.238	3.043	3.511	-1.918	4.089	2.822	2.873	1.184	1.229	1.919	2.715	0.981	-7.044	3.951	2.871	2.876	3.002	2.998	2019	
186	TUR	NGDP_RPCH	Turkey	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.779	4.365	3.429	4.758	6.823	4.258	6.941	10.027	2.121	0.253	9.255	0.926	5.984	8.042	-5.456	7.190	7.007	7.528	3.092	-3.298	6.933	-5.750	6.448	5.763	9.796	8.992	6.948	5.044	0.815	-4.823	8.427	11.200	4.788	8.486	4.940	6.084	3.323	7.502	2.959	0.917	-4.985	4.997	4.018	3.520	3.535	3.494	2019	
925	TKM	NGDP_RPCH	Turkmenistan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-10.000	-17.300	-7.200	-6.700	-11.300	6.700	16.499	18.587	20.391	15.768	17.095	14.692	13.040	10.967	11.057	14.747	6.133	9.160	14.720	11.051	10.163	10.346	6.453	6.200	6.470	6.153	6.342	1.777	4.647	4.728	4.812	4.896	4.980	2018	
869	TUV	NGDP_RPCH	Tuvalu	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.452	7.712	-3.105	-1.676	-4.118	2.891	6.347	7.095	-4.132	-3.318	7.476	-3.884	4.910	1.178	9.230	5.885	4.600	3.662	6.000	-0.517	2.985	3.612	3.174	2.967	2.981	2018	
746	UGA	NGDP_RPCH	Uganda	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-3.392	3.859	8.205	4.899	-3.000	-3.000	0.946	4.000	8.294	6.403	6.497	1.778	5.850	6.686	7.694	9.174	6.595	4.620	6.074	7.953	3.941	8.765	7.057	6.159	5.803	10.007	7.049	8.064	10.428	8.069	7.484	7.677	2.333	3.938	5.745	6.837	0.359	7.262	6.141	6.659	-0.288	4.925	5.500	6.040	7.578	9.289	2019	
