WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	Estimates Start After
534	IND	NGDP_RPCH	India	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.281	6.006	3.476	7.289	3.821	5.254	4.777	3.965	9.628	5.947	5.534	1.057	5.482	4.750	6.659	7.575	7.550	4.050	6.184	8.463	3.975	4.944	3.907	7.944	7.849	9.285	9.264	9.801	3.891	8.480	10.260	6.638	5.456	6.386	7.410	7.996	8.170	7.168	6.811	6.124	7.033	7.442	7.436	7.439	7.331	2018
536	IDN	NGDP_RPCH	Indonesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.880	7.604	2.246	4.193	7.574	3.906	7.189	6.572	6.979	9.085	9.002	8.928	6.523	7.956	7.540	8.220	7.818	4.700	-13.127	0.791	4.979	3.643	4.499	4.780	5.031	5.693	5.501	6.345	7.442	4.702	6.378	6.170	6.030	5.557	5.007	4.876	5.033	5.067	5.171	5.037	5.072	5.226	5.307	5.294	5.274	2018
429	IRN	NGDP_RPCH	Islamic Republic of Iran	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-18.844	-8.558	13.088	13.776	-9.883	-2.064	-9.037	2.970	-9.493	5.205	18.080	10.774	2.107	1.257	-1.489	1.023	6.215	-0.550	1.910	0.309	6.867	0.806	10.253	9.226	3.988	5.144	5.319	6.730	-0.075	0.005	5.727	3.062	-7.714	-0.325	3.215	-1.586	12.518	3.732	-4.845	-9.459	0.046	0.988	0.975	0.981	1.092	2018
433	IRQ	NGDP_RPCH	Iraq	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.752	-4.341	-6.569	-7.797	81.787	53.386	1.675	5.638	1.889	8.228	3.379	6.403	7.546	13.936	7.628	0.738	2.537	15.199	-2.495	-0.563	3.404	4.676	3.727	2.323	2.066	2.081	2017
178	IRL	NGDP_RPCH	Ireland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	2.898	2.512	1.495	-0.729	3.204	1.947	0.424	3.641	2.998	5.614	7.711	1.642	3.579	2.314	5.894	9.593	9.092	10.747	8.671	10.493	9.468	5.309	5.943	3.048	6.785	5.742	5.073	5.291	-4.548	-5.105	1.762	0.335	0.226	1.352	8.534	25.122	3.664	8.136	8.301	4.254	3.501	3.150	2.886	2.723	2.684	2018
436	ISR	NGDP_RPCH	Israel	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.568	4.723	1.424	2.586	2.210	4.451	3.551	7.490	3.564	1.419	6.633	4.618	7.155	3.771	7.011	9.654	5.054	4.068	4.183	3.536	8.869	0.145	-0.160	1.106	4.977	4.142	5.773	6.021	3.176	1.329	5.541	5.150	2.405	4.269	3.778	2.312	3.982	3.575	3.441	3.132	3.069	3.160	3.093	3.050	2.991	2018
136	ITA	NGDP_RPCH	Italy	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.099	0.557	0.156	0.925	3.013	2.621	2.710	3.067	4.029	3.252	1.982	1.439	0.723	-0.835	2.074	2.683	1.286	1.835	1.616	1.560	3.710	1.772	0.249	0.151	1.582	0.950	2.007	1.474	-1.050	-5.482	1.687	0.577	-2.819	-1.728	0.114	0.924	1.119	1.684	0.858	0.011	0.537	0.774	0.687	0.646	0.646	2018
343	JAM	NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-4.041	4.420	3.080	4.153	0.950	-0.900	7.000	7.700	-3.993	4.700	4.875	0.834	2.778	2.211	1.875	2.521	0.236	-1.641	-1.210	0.981	0.776	1.281	0.675	3.667	1.324	0.894	2.899	1.444	-0.818	-3.401	-1.436	1.420	-0.502	0.208	0.573	0.850	1.504	0.658	1.636	1.057	1.021	1.700	1.975	2.075	2.175	2018
158	JPN	NGDP_RPCH	Japan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.181	4.209	3.312	3.523	4.502	5.233	3.327	4.731	6.785	4.858	4.893	3.417	0.848	-0.518	0.993	2.742	3.100	1.076	-1.128	-0.252	2.780	0.406	0.118	1.528	2.205	1.663	1.420	1.654	-1.094	-5.416	4.192	-0.115	1.495	2.000	0.375	1.223	0.609	1.936	0.814	0.891	0.466	0.453	0.522	0.501	0.503	2018
439	JOR	NGDP_RPCH	Jordan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	11.463	14.576	5.404	-0.683	5.699	-0.863	5.707	2.872	2.241	-10.402	1.162	2.406	13.322	2.699	4.828	6.648	1.263	4.051	2.877	2.509	4.303	4.713	6.283	3.989	7.987	7.561	6.360	8.176	7.232	5.477	2.311	2.587	2.650	2.829	3.098	2.353	2.044	2.116	1.940	2.200	2.400	2.600	2.800	3.000	3.000	2018
916	KAZ	NGDP_RPCH	Kazakhstan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.200	-12.580	-8.200	0.500	1.700	-1.900	2.700	9.800	13.500	9.800	9.300	9.600	9.700	10.700	8.900	3.300	1.200	7.300	7.400	4.800	6.000	4.200	1.200	1.100	4.100	4.100	3.819	3.917	3.708	3.320	5.299	3.540	2018
664	KEN	NGDP_RPCH	Kenya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	5.572	4.100	5.052	1.593	1.600	4.073	6.982	5.811	6.091	4.554	4.134	1.339	-1.080	-0.095	2.531	4.287	4.148	0.411	2.983	2.199	0.347	3.979	0.481	2.949	4.635	5.665	5.854	6.851	0.232	3.307	8.402	6.112	4.563	5.879	5.357	5.718	5.879	4.863	6.320	5.597	6.046	5.815	5.841	5.835	5.851	2018
826	KIR	NGDP_RPCH	Kiribati	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.058	0.242	0.749	-2.715	2.392	-4.519	0.975	0.426	9.149	-3.101	-1.331	0.134	1.307	1.046	1.754	-0.084	1.141	1.965	6.850	-1.771	5.956	-1.418	3.962	2.006	-1.629	4.952	-0.049	2.035	-2.092	0.803	-0.924	1.595	4.713	4.215	-0.698	10.405	5.130	0.328	2.332	2.323	2.348	2.043	1.930	1.938	1.808	2017
542	KOR	NGDP_RPCH	Korea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-1.701	7.181	8.265	13.242	10.443	7.750	11.224	12.467	11.905	7.030	9.811	10.354	6.175	6.847	9.206	9.571	7.595	5.922	-5.471	11.309	8.362	4.852	7.725	3.147	5.197	4.309	5.264	5.800	3.013	0.793	6.805	3.686	2.403	3.165	3.202	2.809	2.947	3.160	2.665	1.954	2.218	2.748	2.894	2.874	2.916	2018
967	UVK	NGDP_RPCH	Kosovo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11.063	-0.166	5.717	2.853	3.833	3.408	8.301	4.489	3.597	3.309	4.377	2.810	3.442	1.222	4.103	4.063	4.226	3.816	4.200	4.000	4.000	4.000	4.000	4.000	2018
443	KWT	NGDP_RPCH	Kuwait	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-20.364	-18.921	-9.504	5.253	5.240	-4.258	8.565	8.142	-10.050	25.896	-26.229	-41.008	82.809	35.132	8.616	1.669	0.598	2.493	3.654	-1.789	4.691	0.209	3.014	17.337	10.762	10.076	7.520	5.992	2.480	-7.076	-2.371	9.628	6.625	1.151	0.500	0.593	2.926	-3.482	1.177	0.585	3.071	2.629	2.259	2.649	2.873	2017
917	KGZ	NGDP_RPCH	Kyrgyz Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.005	-19.807	-5.424	7.085	9.915	2.122	3.656	5.443	5.322	-0.017	7.030	7.027	-0.176	3.103	8.543	7.566	2.886	-0.472	5.956	-0.088	10.915	4.024	3.876	4.336	4.740	3.459	3.759	3.388	3.779	4.580	3.354	3.354	2018
544	LAO	NGDP_RPCH	Lao P.D.R.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	10.004	15.332	4.715	3.000	6.438	9.122	4.829	-0.960	-2.100	9.893	6.686	3.999	6.999	5.867	8.160	7.045	6.892	6.907	4.279	4.028	6.429	4.772	6.809	6.179	7.187	6.940	8.954	7.851	7.822	7.373	8.018	7.986	7.805	8.026	7.612	7.270	7.023	6.832	6.308	6.434	6.507	6.736	6.771	6.758	6.772	2018
941	LVA	NGDP_RPCH	Latvia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.400	2.200	-2.084	2.359	8.974	6.522	2.619	5.407	6.461	7.103	8.431	8.336	10.697	11.889	9.979	-3.548	-14.402	-3.941	6.381	4.035	2.430	1.858	2.972	2.064	4.636	4.770	2.836	2.794	2.895	3.023	3.021	3.005	2018
446	LBN	NGDP_RPCH	Lebanon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	1.467	0.550	-36.789	22.710	44.479	24.300	-6.773	16.729	-28.209	-42.195	-13.421	38.200	4.495	7.000	8.030	6.493	4.038	10.190	3.900	-0.800	1.100	3.900	3.400	1.700	7.500	2.748	1.701	9.341	9.249	10.054	8.037	0.918	2.720	2.619	1.884	0.415	1.606	0.552	0.250	0.200	0.863	2.336	2.570	3.124	2.746	2017
666	LSO	NGDP_RPCH	Lesotho	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-0.825	3.079	5.556	2.980	4.329	3.309	4.072	2.140	7.738	5.520	5.191	4.767	6.222	3.847	4.475	2.814	4.921	3.482	1.404	1.590	4.904	3.276	1.576	4.071	2.398	3.112	4.417	4.993	5.536	3.149	6.289	6.664	4.913	2.167	2.744	2.132	2.689	0.515	2.766	2.760	-0.169	3.680	4.453	1.394	1.349	2017
668	LBR	NGDP_RPCH	Liberia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.758	4.431	-28.974	3.971	5.856	8.480	13.103	6.105	5.192	6.351	7.700	8.420	8.836	0.695	0.007	-1.630	2.469	1.242	0.440	1.553	1.253	-1.264	-0.495	3.750	2018
672	LBY	NGDP_RPCH	Libya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.606	-20.040	1.518	-4.709	-8.306	0.607	-11.353	-14.702	7.579	7.199	3.720	15.655	-2.712	-3.763	1.935	-12.397	2.633	-0.607	-0.377	0.462	3.681	-1.764	-0.959	13.016	4.461	11.870	6.500	6.354	-18.121	-2.988	3.176	-66.657	124.709	-36.829	-53.017	-13.023	-7.389	64.014	17.879	-19.056	-0.036	0.000	0.000	0.000	0.000	2017
946	LTU	NGDP_RPCH	Lithuania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.239	8.293	7.467	-1.134	3.832	6.524	6.761	10.538	6.550	7.728	7.406	11.087	2.628	-14.814	1.639	6.043	3.827	3.499	3.537	2.021	2.353	4.140	3.494	3.405	2.718	2.462	2.387	2.297	2.285	2018
137	LUX	NGDP_RPCH	Luxembourg	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.170	0.798	1.039	1.887	4.730	5.596	9.983	3.951	8.464	9.798	5.320	8.645	1.819	4.201	3.821	1.432	1.515	5.937	6.492	8.421	8.442	2.532	3.819	1.629	3.612	3.173	5.179	8.354	-1.279	-4.359	4.865	2.539	-0.352	3.654	4.297	3.916	2.411	1.546	2.603	2.562	2.774	2.660	2.633	2.601	2.579	2018
546	MAC	NGDP_RPCH	Macao SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.946	11.654	26.754	8.061	13.314	14.448	3.393	1.321	25.264	21.672	9.237	11.200	-1.201	-21.594	-0.858	9.704	4.708	-1.320	-1.064	-0.064	0.434	0.346	0.252	2018
674	MDG	NGDP_RPCH	Madagascar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.788	-9.800	-1.900	0.900	1.760	1.156	1.960	1.175	3.407	4.075	3.129	-6.306	1.181	2.100	-0.042	1.679	2.154	3.693	3.917	4.699	4.457	5.980	-12.408	9.785	5.257	4.756	5.399	5.711	7.132	-4.023	0.272	1.446	3.037	2.241	3.330	3.097	4.193	4.285	5.198	5.222	5.309	5.139	4.854	4.837	4.806	2017
676	MWI	NGDP_RPCH	Malawi	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	0.395	-5.245	2.516	3.694	5.373	4.571	-0.215	1.625	3.177	1.345	5.692	8.730	-7.333	9.692	-10.313	13.830	9.979	6.587	1.061	3.541	0.775	-4.076	1.760	5.706	5.420	3.269	4.700	9.600	7.640	8.328	6.874	4.854	1.886	5.200	5.700	2.950	2.270	4.000	3.170	4.500	5.100	5.500	6.000	6.500	6.500	2011
548	MYS	NGDP_RPCH	Malaysia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	7.444	6.942	5.941	6.250	7.762	-0.876	1.153	5.389	9.938	9.060	9.007	9.547	8.886	9.896	9.211	9.830	10.002	7.327	-7.359	6.131	8.671	0.518	5.391	5.789	6.783	4.976	5.584	6.299	4.832	-1.514	7.528	5.293	5.474	4.694	6.007	5.007	4.450	5.742	4.741	4.500	4.400	4.900	4.840	4.840	4.900	2018
556	MDV	NGDP_RPCH	Maldives	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	18.803	7.886	7.466	4.414	17.379	13.801	8.596	8.866	8.722	9.292	-4.049	6.896	6.467	5.417	7.505	7.377	9.084	10.405	9.789	7.230	4.770	3.452	6.098	25.394	5.943	-13.394	25.788	8.130	9.517	-6.629	7.093	8.431	2.388	7.281	7.330	2.885	7.289	6.912	7.514	6.466	6.045	5.510	5.468	5.539	5.458	2018
678	MLI	NGDP_RPCH	Mali	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	3.299	-4.542	-11.557	3.229	2.419	3.243	6.104	2.479	0.054	10.692	9.310	7.680	-1.562	3.561	3.802	2.997	7.281	4.797	2.926	6.245	-0.061	15.376	3.106	9.119	1.560	6.535	4.662	3.494	4.773	4.806	5.314	3.213	-0.837	2.304	7.101	6.167	5.764	5.419	4.651	5.040	5.000	4.900	4.900	4.800	4.800	2018
181	MLT	NGDP_RPCH	Malta	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.623	2.925	2.514	0.470	3.821	1.854	3.959	3.323	-2.445	3.543	1.307	2.799	4.603	8.706	10.818	5.676	6.724	6.772	5.098	4.316	3.744	3.500	3.290	3.184	2018
867	MHL	NGDP_RPCH	Marshall Islands	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.883	-2.420	6.030	5.334	2.738	0.210	-0.272	3.595	1.676	3.993	-2.351	-1.769	7.056	1.087	3.155	2.790	-0.694	-0.627	1.780	4.549	2.554	2.411	2.302	2.005	1.848	1.646	1.246	2017
682	MRT	NGDP_RPCH	Mauritania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	--	1.772	5.874	-3.061	9.820	5.819	-4.045	2.778	7.713	-0.430	2.009	0.665	5.979	5.747	8.969	18.869	2.818	1.080	-1.042	4.774	4.704	5.795	6.090	5.580	0.437	1.841	3.074	3.566	6.628	5.879	5.851	9.165	6.481	5.807	2014
684	MUS	NGDP_RPCH	Mauritius	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	-10.060	5.882	5.497	0.384	4.775	6.876	9.742	10.163	6.791	4.465	7.187	4.435	6.513	5.082	4.136	4.288	5.588	5.687	6.072	2.611	8.192	3.214	1.627	5.984	4.299	1.453	4.514	5.727	5.387	3.315	4.377	4.077	3.496	3.360	3.745	3.553	3.838	3.814	3.761	3.675	3.830	3.930	4.011	4.011	4.011	2018
273	MEX	NGDP_RPCH	Mexico	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	9.482	8.526	-0.521	-3.486	3.411	2.188	-3.079	1.722	1.283	4.106	5.176	4.215	3.541	2.738	4.941	-6.291	6.773	6.847	5.164	2.754	4.942	-0.404	-0.040	1.446	3.921	2.308	4.495	2.291	1.144	-5.286	5.118	3.663	3.642	1.354	2.804	3.288	2.911	2.117	1.995	0.396	1.307	1.899	2.108	2.269	2.396	2018
868	FSM	NGDP_RPCH	Micronesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.087	-6.061	2.746	1.527	4.860	2.089	0.613	1.606	-3.137	2.058	-0.115	-1.939	-2.194	1.194	2.048	3.338	-1.997	-3.922	-2.227	4.955	0.717	2.432	1.198	1.450	0.778	0.741	0.600	0.600	0.600	2018
921	MDA	NGDP_RPCH	Moldova	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific . Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change		See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.200	-30.900	-1.428	-5.900	1.600	-6.500	-3.400	2.100	6.100	7.800	6.600	7.400	7.500	4.800	3.000	7.800	-6.000	7.100	5.818	-0.590	9.044	5.000	-0.338	4.409	4.691	4.002	3.500	3.800	3.800	3.800	3.800	3.800	2018
