WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	Estimates Start After	
522	KHM	NGDP_RPCH	Cambodia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9.616	3.327	1.118	7.592	7.069	4.042	8.181	5.979	5.898	4.007	4.682	12.705	9.575	7.390	6.265	10.284	9.458	13.303	10.943	10.398	7.476	4.075	5.077	7.287	7.650	7.857	8.000	7.207	7.906	8.075	8.776	7.937	-3.556	3.090	5.103	4.998	6.032	6.119	6.092	5.953	5.763	5.501	2022	
622	CMR	NGDP_RPCH	Cameroon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	9.900	17.051	7.563	6.844	7.468	8.107	6.791	-2.153	-7.865	-1.770	-6.161	-3.764	-3.050	-3.158	-2.495	3.304	4.912	5.314	4.895	4.062	3.363	3.356	4.847	4.994	6.561	1.218	3.524	4.100	2.858	2.619	2.935	3.484	4.508	4.987	5.779	5.600	4.479	3.541	4.022	3.422	0.539	3.649	3.595	3.969	4.253	4.468	4.458	4.511	4.573	4.530	2022	
156	CAN	NGDP_RPCH	Canada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.163	3.503	-3.166	2.562	5.899	4.738	2.121	4.072	4.411	2.337	0.203	-2.091	0.890	2.658	4.494	2.682	1.689	4.280	3.893	5.141	5.139	1.875	2.999	1.806	3.092	3.210	2.638	2.050	0.995	-2.915	3.091	3.137	1.756	2.326	2.873	0.650	1.039	3.034	2.743	1.908	-5.038	5.287	3.820	1.066	1.154	2.308	1.859	1.683	1.675	1.660	2023	
626	CAF	NGDP_RPCH	Central African Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-2.995	12.954	-3.572	-6.027	9.912	3.733	7.193	0.000	1.718	3.790	1.364	-0.799	-4.923	-1.198	12.572	3.166	-6.157	4.105	3.340	2.887	-3.581	2.609	2.091	-2.249	-0.096	2.931	4.754	4.031	2.613	2.812	4.631	4.195	5.054	-36.392	0.080	4.338	4.750	4.528	3.820	2.970	0.959	0.983	0.472	0.727	1.269	1.720	1.946	2.111	2.341	2.551	2021	
628	TCD	NGDP_RPCH	Chad	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-6.008	-10.805	5.376	15.659	5.256	7.897	5.966	3.647	7.544	1.952	3.202	10.402	2.392	-2.074	5.494	-0.775	2.115	5.653	6.952	-0.683	-0.880	11.658	8.491	14.722	33.629	8.311	1.675	3.886	4.048	2.901	10.463	1.281	6.942	5.637	6.122	1.384	-6.330	-2.030	5.874	6.583	-2.053	-0.914	3.075	4.369	2.912	3.665	2.792	2.640	2.709	2.655	2022	
228	CHL	NGDP_RPCH	Chile	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.945	6.212	-13.588	-2.802	5.886	1.968	5.596	6.581	7.288	10.605	3.671	7.804	11.167	6.589	5.030	8.933	4.985	7.392	4.181	-0.274	4.972	3.154	3.203	4.723	6.674	5.837	6.050	5.168	3.789	-1.118	5.852	6.224	6.155	3.309	1.793	2.152	1.753	1.358	3.990	0.634	-6.143	11.334	2.059	0.219	1.983	2.534	2.355	2.346	2.297	2.320	2023	
924	CHN	NGDP_RPCH	China	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.910	5.100	9.000	10.800	15.200	13.501	8.900	11.700	11.200	4.200	3.888	8.996	14.277	13.879	13.029	10.969	9.921	9.247	7.856	7.680	8.472	8.319	9.115	10.021	10.114	11.389	12.710	14.247	9.592	9.446	10.611	9.551	7.848	7.771	7.391	7.018	6.851	6.947	6.751	5.951	2.242	8.450	2.989	5.240	4.642	4.086	3.770	3.577	3.380	3.306	2023	
233	COL	NGDP_RPCH	Colombia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.429	2.277	0.948	1.574	3.351	3.107	5.824	5.369	4.064	3.414	4.282	2.372	4.353	5.710	5.147	5.202	2.056	3.430	0.570	-4.204	2.925	1.678	2.504	3.918	5.333	4.447	6.717	6.738	3.283	1.140	4.495	6.948	3.913	5.134	4.499	2.956	2.088	1.359	2.564	3.187	-7.186	10.801	7.289	0.612	1.140	2.470	3.000	3.000	3.000	3.000	2023	
632	COM	NGDP_RPCH	Comoros	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.383	5.462	4.058	3.093	4.167	2.888	2.167	2.168	5.068	-0.816	7.363	-6.156	7.382	2.511	-4.007	5.630	-0.525	4.402	0.014	2.724	-0.967	5.444	4.616	1.971	3.100	5.745	-1.829	0.804	3.965	3.241	3.778	4.144	3.168	4.466	2.107	1.147	3.320	3.816	3.642	1.761	-0.196	2.000	2.603	2.996	3.491	4.027	4.328	4.484	4.311	3.813	2022	
636	COD	NGDP_RPCH	Democratic Republic of the Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.405	0.945	-0.454	1.410	4.844	0.464	4.720	2.671	0.465	-1.260	-6.568	-8.445	-10.462	-13.468	-6.144	2.762	-1.935	-7.840	-3.875	-3.802	-8.136	-2.100	2.948	6.633	7.661	9.804	5.109	8.530	7.402	0.565	7.843	7.593	8.669	9.624	7.302	6.360	0.394	3.658	4.825	4.485	1.671	6.037	8.774	6.140	4.699	5.658	5.178	5.808	4.383	4.079	2020	
634	COG	NGDP_RPCH	Republic of Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	12.678	2.613	2.410	2.393	2.375	2.359	2.343	2.327	21.908	21.269	1.003	3.402	4.181	1.316	-1.401	3.965	3.495	-1.004	8.950	-3.678	11.752	-4.823	0.985	0.459	-0.197	9.211	7.986	-6.614	6.306	11.637	9.931	2.206	9.947	-0.712	6.717	-3.551	-4.994	-5.595	-2.304	1.124	-6.268	1.057	1.750	4.033	4.432	3.234	3.748	3.879	3.949	4.013	2020	
238	CRI	NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.752	-2.260	-7.285	2.859	8.028	0.722	5.536	4.765	3.432	5.666	3.600	2.263	9.201	7.097	4.519	4.154	1.350	5.476	7.155	4.215	3.869	3.491	3.417	4.317	4.425	3.977	7.327	8.215	4.738	-0.873	5.360	4.403	4.883	2.495	3.542	3.652	4.204	4.158	2.616	2.418	-4.273	7.936	4.551	5.112	3.999	3.504	3.304	3.300	3.300	3.300	2023	
662	CIV	NGDP_RPCH	Côte d'Ivoire	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.196	3.498	0.200	-2.500	-2.000	3.600	4.800	-0.500	1.140	2.950	-1.090	0.040	-0.250	-0.180	0.171	5.572	8.136	5.723	4.931	1.618	-2.068	0.121	-1.668	-1.360	1.232	1.721	1.516	1.765	2.543	3.251	2.018	-4.857	10.864	9.272	8.794	8.843	7.172	7.412	4.842	6.721	0.701	7.062	6.862	6.200	6.500	6.400	6.300	6.100	6.000	6.000	2022	
960	HRV	NGDP_RPCH	Croatia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.000	5.900	6.634	5.874	6.645	1.862	-0.936	3.749	3.125	5.819	5.599	4.180	4.308	5.078	5.075	2.011	-7.218	-1.244	-0.082	-2.340	-0.399	-0.423	2.523	3.563	3.398	2.822	3.398	-8.591	13.788	6.343	2.831	3.000	2.737	2.737	2.638	2.600	2.600	2022	
423	CYP	NGDP_RPCH	Cyprus	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.920	3.051	6.279	5.307	8.837	4.746	3.583	7.139	8.317	8.088	7.402	0.740	9.365	0.701	5.899	9.924	1.248	2.641	6.111	4.998	5.966	3.951	3.723	2.624	5.025	4.855	4.714	5.096	3.648	-2.016	2.283	0.417	-3.448	-6.587	-1.775	3.417	6.574	5.734	5.648	5.537	-3.443	9.910	5.059	2.460	2.689	2.876	2.955	3.079	3.071	2.982	2023	
935	CZE	NGDP_RPCH	Czech Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.525	-0.518	-0.357	1.384	4.001	3.043	1.570	3.584	4.814	6.602	6.767	5.570	2.686	-4.657	2.435	1.760	-0.785	-0.046	2.262	5.388	2.537	5.169	3.220	3.030	-5.503	3.553	2.328	-0.405	0.656	2.014	2.101	2.198	2.251	2.303	2023	
128	DNK	NGDP_RPCH	Denmark	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-0.484	-0.658	3.678	2.594	4.172	4.005	4.900	0.254	-0.008	0.642	1.473	1.397	1.959	0.008	5.329	3.029	2.905	3.260	2.213	2.948	3.749	0.823	0.467	0.388	2.668	2.342	3.912	0.908	-0.511	-4.905	1.868	1.336	0.229	0.935	1.616	2.343	3.248	2.819	1.991	1.493	-2.423	6.845	2.731	1.813	2.130	1.484	1.460	1.400	1.400	1.400	2022	
611	DJI	NGDP_RPCH	Djibouti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.562	-6.751	-1.360	-3.481	-3.732	-1.216	0.114	2.919	0.713	1.793	3.234	3.186	2.779	3.111	4.825	5.017	5.806	1.616	4.147	7.293	4.842	5.001	7.193	7.309	7.123	5.458	4.774	5.545	1.316	4.522	3.876	6.989	6.513	6.008	5.510	5.500	5.500	5.500	2021	
321	DMA	NGDP_RPCH	Dominica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	13.383	10.829	4.128	2.556	4.197	1.421	7.073	6.308	7.817	-0.191	5.419	1.346	2.030	2.162	0.034	3.030	3.105	2.185	3.774	0.355	2.340	-0.063	-2.829	6.353	3.051	0.656	4.659	6.354	7.121	-1.170	0.673	-0.224	-1.059	-1.000	4.754	-2.732	2.764	-6.619	3.548	5.502	-16.605	6.892	5.648	4.726	4.589	4.256	3.280	2.923	2.916	2.400	2022	
243	DOM	NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.969	4.279	1.700	4.628	1.253	-2.123	3.522	10.117	2.156	4.401	-5.454	0.945	11.221	7.365	2.600	5.685	5.978	8.885	6.714	5.940	4.662	2.460	4.495	-1.346	2.570	9.428	9.174	7.416	3.210	0.946	8.340	3.133	2.717	4.875	7.050	6.927	6.659	4.667	6.983	5.052	-6.720	12.272	4.858	2.409	5.352	4.952	5.042	5.042	5.041	5.042	2022	
248	ECU	NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.900	3.900	1.200	-2.800	4.200	4.400	3.094	-5.972	10.486	0.285	3.008	5.113	3.614	2.000	4.258	2.253	1.732	4.328	3.267	-4.739	1.092	4.206	4.928	2.885	6.832	5.399	4.341	1.902	6.565	1.091	4.029	8.481	5.783	7.211	4.226	0.120	-0.688	5.970	1.044	0.165	-9.245	9.818	6.186	2.284	0.081	0.847	1.990	2.193	2.461	2.510	2022	
469	EGY	NGDP_RPCH	Egypt	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.409	2.198	7.296	8.876	8.021	7.425	4.759	4.273	3.994	2.993	2.350	2.100	0.300	2.900	4.188	4.484	4.879	5.919	7.543	6.110	5.383	3.524	3.186	3.193	4.092	4.472	6.844	7.088	7.156	4.674	5.147	1.765	2.226	3.302	2.930	4.360	4.340	4.191	5.327	5.548	3.573	3.253	6.653	3.760	2.966	4.441	4.732	5.062	5.486	5.628	2023	
253	SLV	NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-8.625	-5.725	-6.306	1.535	1.337	0.616	0.190	2.513	1.878	0.962	4.831	1.498	7.021	5.817	4.692	4.733	0.816	3.136	2.652	2.164	1.126	0.877	1.577	1.565	0.889	2.709	4.366	1.846	2.096	-2.053	2.096	3.801	2.834	2.235	1.704	2.400	2.515	2.262	2.445	2.432	-7.901	11.904	2.799	3.498	3.000	2.300	2.300	2.300	2.300	2.300	2023	
642	GNQ	NGDP_RPCH	Equatorial Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.839	5.769	2.202	5.004	1.011	12.905	-2.331	4.437	2.655	-1.229	2.537	-1.245	33.002	10.461	16.808	26.510	52.678	147.973	24.815	26.395	110.505	60.023	19.621	14.455	30.391	8.210	6.501	15.282	17.799	1.343	-8.924	6.524	8.313	-4.133	0.415	-9.110	-8.816	-5.668	-6.237	-5.482	-4.788	-0.377	3.246	-5.947	0.467	-4.583	-3.157	1.657	-0.079	2.947	2022	
643	ERI	NGDP_RPCH	Eritrea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.882	20.918	2.325	9.136	7.900	1.966	0.187	-12.355	8.755	3.005	-2.656	1.452	2.574	-0.969	1.427	-19.436	12.179	10.853	25.710	1.886	-10.456	30.934	-20.621	7.391	-10.015	13.032	3.836	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2019	
939	EST	NGDP_RPCH	Estonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.642	2.155	4.943	13.050	4.340	-0.425	10.088	6.004	6.771	7.600	6.804	9.526	9.766	7.579	-5.132	-14.629	2.444	7.263	3.228	1.458	3.011	1.853	3.155	5.792	3.784	4.034	-0.965	7.249	-0.461	-3.006	-0.528	2.179	2.002	1.923	2.017	2.057	2023	
734	SWZ	NGDP_RPCH	Eswatini	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-3.811	6.902	1.439	-0.547	2.481	1.924	18.584	10.016	7.571	9.408	9.859	1.760	3.227	3.106	2.401	4.826	3.842	3.103	2.604	2.951	1.760	1.055	4.380	3.880	3.624	5.999	5.992	4.435	0.822	1.565	3.794	2.247	5.397	3.861	0.923	2.227	1.063	2.027	2.380	2.692	-1.560	10.683	0.476	5.133	3.699	3.267	3.193	3.232	2.937	2.711	2022	
644	ETH	NGDP_RPCH	Ethiopia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.997	--	0.961	7.845	-2.305	-11.413	9.693	13.870	0.574	-0.457	2.602	-7.218	-8.907	13.363	3.486	6.121	13.533	2.840	-4.185	6.294	9.838	7.400	1.600	-2.100	11.700	12.600	11.500	11.800	11.200	10.000	10.600	11.400	8.700	9.900	10.300	10.400	8.000	10.210	7.703	9.037	6.057	6.265	6.358	7.176	6.234	6.491	6.691	6.790	6.985	7.012	2022	
819	FJI	NGDP_RPCH	Fiji	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-1.694	6.004	-1.092	-4.212	10.107	-3.774	6.596	-7.194	3.462	13.888	5.802	-2.700	6.100	2.600	5.100	2.600	4.800	-2.400	1.300	8.700	-1.700	1.900	3.200	0.800	5.400	-1.300	1.900	-0.900	1.000	-1.400	3.000	2.700	1.411	4.734	5.604	4.501	2.446	5.353	3.812	-0.581	-17.040	-4.881	20.016	8.045	3.049	3.378	3.445	3.298	3.290	3.147	2022	
172	FIN	NGDP_RPCH	Finland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.673	1.294	3.087	3.122	3.213	3.537	2.726	3.559	5.211	5.087	0.211	-5.886	-3.295	-0.662	3.964	4.217	3.667	6.334	5.457	4.380	5.773	2.609	1.707	2.004	3.992	2.780	4.027	5.299	0.784	-8.074	3.186	2.547	-1.397	-0.902	-0.365	0.544	2.811	3.192	1.140	1.224	-2.355	2.838	1.335	-0.957	0.422	1.854	1.939	1.688	1.586	1.514	2023	
132	FRA	NGDP_RPCH	France	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.809	1.069	2.505	1.241	1.514	1.623	2.337	2.562	4.743	4.344	2.924	1.048	1.599	-0.629	2.358	2.107	1.413	2.336	3.589	3.421	3.924	1.984	1.136	0.823	2.830	1.663	2.449	2.425	0.255	-2.873	1.949	2.193	0.313	0.576	0.956	1.113	1.095	2.291	1.865	1.843	-7.540	6.321	2.526	0.869	0.744	1.442	1.568	1.464	1.446	1.343	2023	
646	GAB	NGDP_RPCH	Gabon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	--	-4.000	4.100	2.000	4.900	5.800	-2.100	-15.400	3.500	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.150	0.187	1.701	1.120	-0.786	-1.908	6.333	1.733	-2.279	6.270	7.092	5.251	5.517	4.435	3.879	2.091	0.473	0.909	3.823	-1.815	1.468	3.037	2.266	2.902	2.671	2.608	2.593	2.585	2.629	2022	
648	GMB	NGDP_RPCH	The Gambia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.705	-9.523	20.759	13.518	-7.620	3.649	2.364	2.800	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.320	2.906	1.417	6.500	6.399	5.525	5.753	-3.247	6.874	7.046	-2.352	-0.556	3.043	6.256	6.666	5.908	-8.130	5.242	2.873	-1.407	4.058	1.943	4.823	7.235	6.222	0.591	5.256	4.905	5.555	6.223	5.788	5.019	5.020	5.018	5.018	2023	
915	GEO	NGDP_RPCH	Georgia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.600	10.500	10.527	3.104	2.953	1.757	4.885	5.358	11.779	5.796	9.588	9.420	12.579	2.419	-3.651	6.942	7.949	6.579	5.134	4.091	3.351	3.450	5.161	6.062	5.380	-6.291	10.644	10.960	7.474	5.740	5.232	4.697	4.852	5.000	5.000	2023	
134	DEU	NGDP_RPCH	Germany	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.272	0.110	-0.788	1.555	2.826	2.192	2.417	1.469	3.736	3.913	5.723	5.011	1.920	-0.977	2.399	1.541	0.816	1.785	2.020	1.887	2.904	1.687	-0.201	-0.703	1.184	0.726	3.814	2.982	0.959	-5.696	4.185	3.914	0.427	0.432	2.217	1.487	2.230	2.680	0.984	1.071	-3.829	3.169	1.804	-0.305	0.150	1.326	1.451	1.115	0.830	0.656	2023	
652	GHA	NGDP_RPCH	Ghana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.453	-3.754	-8.303	-6.222	9.378	6.433	6.189	6.660	6.468	4.541	3.595	4.774	4.473	4.772	3.508	4.233	4.765	5.797	5.010	4.529	3.596	3.828	4.617	5.112	5.404	6.230	5.816	4.076	9.008	5.683	7.768	13.949	8.428	7.242	2.856	2.121	3.373	8.129	6.200	6.508	0.514	5.076	3.078	2.259	2.779	4.382	4.945	5.000	5.000	5.000	2022	
