WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	Estimates Start After	
174	GRC	NGDP_RPCH	Greece	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.679	-1.556	-1.130	-1.078	2.007	2.513	0.515	-2.257	4.288	3.799	--	3.102	0.697	-1.599	2.000	2.100	2.862	4.484	3.895	3.073	3.920	4.132	3.923	5.795	5.061	0.599	5.652	3.274	-0.335	-4.301	-5.478	-10.149	-7.087	-2.516	0.476	-0.196	-0.487	1.092	1.668	1.880	-9.316	8.380	5.557	2.011	2.038	1.932	1.706	1.326	1.315	1.254	2023	
328	GRD	NGDP_RPCH	Grenada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	15.067	1.375	4.107	3.295	3.963	5.988	7.358	9.073	2.916	3.758	4.241	1.423	-0.813	-1.956	1.838	2.196	4.386	4.916	11.808	6.981	5.063	-2.024	3.438	9.464	-0.647	13.273	-3.993	6.124	0.948	-6.613	-0.511	0.765	-1.155	2.351	7.342	6.445	3.740	4.439	4.361	0.677	-13.757	4.687	7.321	4.791	4.141	3.672	2.977	2.700	2.703	2.706	2021	
258	GTM	NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.700	0.644	-3.542	-2.528	0.510	-0.600	0.100	3.579	3.892	3.943	3.101	3.000	4.600	3.400	3.500	4.400	2.800	4.100	4.600	3.700	2.500	3.104	3.839	2.560	3.138	3.276	5.351	6.338	3.294	0.477	2.884	4.164	2.975	3.695	4.444	4.092	2.678	3.080	3.407	4.018	-1.792	8.002	4.118	3.474	3.500	3.700	3.710	3.760	3.860	3.860	2022	
656	GIN	NGDP_RPCH	Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.601	0.610	1.800	1.300	1.400	5.000	3.114	3.300	6.308	4.003	4.324	2.497	3.273	5.048	4.001	4.680	4.462	5.182	3.644	3.812	2.503	3.658	5.165	1.249	2.340	2.997	2.497	6.512	4.142	-1.538	4.219	5.614	5.913	3.946	3.697	3.826	10.821	10.300	6.358	5.617	4.704	5.583	3.972	5.700	4.074	5.600	5.753	5.573	5.642	5.640	2021	
654	GNB	NGDP_RPCH	Guinea-Bissau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.498	4.200	-3.400	5.500	4.300	-1.000	5.600	1.958	2.925	4.580	7.305	3.095	2.276	2.963	4.016	3.747	5.994	-22.446	16.815	1.100	4.786	3.654	-0.286	1.172	6.560	2.667	2.560	4.525	2.448	5.605	8.085	-1.713	3.256	0.965	6.134	5.307	4.789	3.761	4.500	1.500	6.400	4.200	4.200	5.000	5.000	5.000	5.000	4.500	4.500	2022	
336	GUY	NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-2.076	0.562	-8.884	-11.497	2.134	0.366	-0.234	-0.130	-5.981	-4.944	-3.010	6.026	7.758	8.201	8.482	5.055	7.956	6.185	-1.707	2.986	-1.345	2.260	1.149	-0.652	1.566	-1.942	5.127	7.020	1.977	3.319	4.371	5.437	5.039	3.653	1.686	0.687	3.807	3.734	4.441	5.353	43.480	20.060	62.288	32.963	33.895	18.716	21.058	21.055	13.486	11.930	2022	
263	HTI	NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.345	1.056	-2.797	-1.500	0.201	0.757	0.273	-0.432	0.559	-1.131	-0.440	1.262	-2.251	-4.922	-11.603	9.892	4.143	2.705	2.182	2.710	0.870	-0.343	1.052	3.481	-1.318	3.072	1.769	4.707	2.658	5.890	-5.652	5.098	0.502	4.325	1.723	2.563	1.812	2.510	1.668	-1.685	-3.343	-1.798	-1.682	-1.864	-3.000	1.500	1.500	1.500	1.500	1.500	2021	
268	HND	NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.599	-1.222	-2.075	0.906	6.327	5.626	5.331	6.638	1.746	2.728	2.792	-3.319	6.074	6.496	0.212	6.189	1.871	4.598	3.590	-0.736	7.291	2.723	3.754	4.547	6.232	6.051	6.567	6.188	4.232	-2.432	3.731	3.836	4.129	2.792	3.058	3.840	3.893	4.843	3.845	2.653	-8.965	12.534	3.998	3.500	3.600	3.740	3.800	3.940	3.900	3.940	2022	
532	HKG	NGDP_RPCH	Hong Kong SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	10.340	9.193	2.886	6.015	10.002	0.715	11.104	13.396	8.512	2.277	3.831	5.702	6.235	6.201	6.036	2.374	4.259	5.100	-5.883	2.507	7.663	0.561	1.657	3.056	8.700	7.388	7.033	6.465	2.128	-2.459	6.768	4.815	1.700	3.102	2.762	2.388	2.175	3.796	2.847	-1.672	-6.545	6.454	-3.681	3.215	2.879	2.726	2.599	2.591	2.556	2.561	2023	
944	HUN	NGDP_RPCH	Hungary	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.215	2.867	2.841	0.723	2.658	-0.253	1.535	4.051	-0.065	0.736	-3.497	-11.892	-3.064	-0.576	2.947	2.541	0.082	3.143	3.900	3.071	4.479	4.074	4.741	4.074	5.005	4.294	3.946	0.277	1.004	-6.598	1.076	1.867	-1.250	1.803	4.232	3.707	2.201	4.272	5.362	4.864	-4.536	7.086	4.555	-0.908	2.203	3.345	2.800	3.000	3.200	3.200	2022	
176	ISL	NGDP_RPCH	Iceland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.738	4.265	2.154	-2.151	4.129	3.293	6.270	8.546	-0.090	0.258	1.169	-0.224	-3.374	1.313	3.609	0.117	4.567	5.772	7.363	4.024	4.985	4.013	0.560	2.143	7.802	6.125	6.317	8.455	2.210	-7.664	-2.833	1.846	1.064	4.552	1.687	4.437	6.304	4.195	4.889	1.861	-6.940	5.149	8.881	4.064	1.741	1.996	2.183	2.321	2.541	2.481	2022	
534	IND	NGDP_RPCH	India	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	6.736	6.007	3.475	7.289	3.820	5.254	4.777	3.965	9.628	5.947	5.534	1.057	5.483	4.751	6.659	7.574	7.550	4.050	6.184	8.846	3.841	4.824	3.804	7.860	7.923	7.923	8.061	7.661	3.087	7.862	8.498	5.241	5.456	6.386	7.410	7.996	8.256	6.795	6.454	3.871	-5.778	9.690	6.987	7.827	6.808	6.458	6.467	6.477	6.486	6.495	2023	
536	IDN	NGDP_RPCH	Indonesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	9.880	7.604	2.246	4.193	7.574	3.906	7.189	6.572	6.979	9.085	9.002	8.928	6.523	7.956	7.540	8.220	7.818	4.700	-13.127	0.791	4.979	3.643	4.499	4.780	5.031	5.693	5.501	6.345	7.442	4.702	6.378	6.170	6.030	5.557	5.007	4.876	5.033	5.070	5.174	5.019	-2.066	3.703	5.307	5.048	4.964	5.055	5.056	5.055	5.069	5.071	2023	
429	IRN	NGDP_RPCH	Islamic Republic of Iran	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-21.600	-5.697	23.171	11.087	-7.140	1.868	-9.785	-0.172	-6.082	6.132	13.595	12.716	3.298	-1.471	-1.698	2.401	6.351	1.350	2.080	2.003	5.846	2.392	8.079	8.639	4.337	3.190	5.000	8.156	0.251	1.007	5.798	2.646	-3.747	-1.522	4.985	-1.425	8.815	2.759	-1.838	-3.071	3.330	4.720	3.777	4.709	3.326	3.050	2.745	2.345	1.993	1.997	2023	
433	IRQ	NGDP_RPCH	Iraq	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24.752	-4.341	-6.569	-7.797	81.787	53.386	1.675	5.638	1.889	8.228	3.379	6.403	7.546	13.936	7.628	0.738	2.537	15.199	-3.399	4.703	5.368	-12.055	1.580	6.983	-2.176	1.377	5.312	3.766	3.551	3.556	3.557	2022	
178	IRL	NGDP_RPCH	Ireland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.898	2.512	1.495	-0.729	3.204	1.947	0.424	3.641	2.998	5.614	7.711	1.642	3.579	2.314	5.894	9.593	9.092	10.747	8.765	10.530	9.404	5.306	5.899	3.014	6.789	5.739	4.988	5.311	-4.484	-5.095	1.682	1.281	-0.129	1.175	8.829	24.475	1.766	9.311	8.471	5.298	6.617	15.125	9.433	-3.199	1.466	2.453	2.507	2.513	2.517	2.522	2023	
436	ISR	NGDP_RPCH	Israel	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.568	4.723	1.424	2.586	2.210	4.451	3.551	7.490	3.564	1.419	6.633	4.618	7.155	3.771	7.011	9.654	5.870	3.755	4.064	3.323	8.626	0.171	-0.121	1.465	4.680	4.215	5.581	6.023	3.286	1.108	5.633	5.563	2.541	4.231	3.885	2.314	4.367	4.273	4.075	3.785	-1.465	9.344	6.470	2.003	1.609	5.435	3.100	3.405	3.562	3.559	2023	
136	ITA	NGDP_RPCH	Italy	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.099	-1.234	0.414	1.169	3.226	2.798	2.860	3.192	4.194	3.389	2.053	1.435	0.834	-0.853	2.151	2.887	1.197	1.830	1.811	1.626	3.787	1.951	0.254	0.139	1.424	0.818	1.791	1.487	-0.962	-5.281	1.713	0.707	-2.981	-1.841	-0.005	0.778	1.293	1.668	0.926	0.483	-8.974	8.310	3.986	0.921	0.709	0.714	0.170	0.320	0.752	0.834	2023	
343	JAM	NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-4.041	4.420	3.080	4.153	0.950	-0.900	7.000	7.700	-3.993	4.700	4.875	0.834	2.778	2.211	1.875	2.521	0.236	-1.641	-1.210	0.981	0.776	1.281	0.675	3.667	1.324	0.894	2.899	1.444	-0.818	-3.411	-1.435	1.426	-0.501	0.224	0.575	0.869	1.498	0.679	1.827	0.970	-9.920	4.601	5.222	2.200	1.800	1.700	1.600	1.600	1.600	1.600	2022	
158	JPN	NGDP_RPCH	Japan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.181	4.261	3.280	3.630	4.411	5.160	3.294	4.649	6.662	4.926	4.841	3.523	0.901	-0.459	1.083	2.631	3.134	0.981	-1.270	-0.334	2.765	0.386	0.042	1.535	2.186	1.804	1.372	1.484	-1.224	-5.693	4.098	0.024	1.375	2.005	0.296	1.561	0.754	1.675	0.643	-0.402	-4.147	2.559	0.957	1.923	0.855	1.007	0.799	0.594	0.575	0.446	2023	
439	JOR	NGDP_RPCH	Jordan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	11.069	14.973	5.846	1.366	5.478	-1.088	5.934	2.710	2.891	-10.661	-1.604	-5.650	16.856	4.360	5.002	5.951	1.913	3.741	3.206	3.237	4.200	4.987	6.584	3.980	8.257	8.822	8.515	8.373	7.383	5.024	2.315	2.737	2.429	2.610	3.384	2.497	1.994	2.474	1.919	1.751	-1.103	3.656	2.428	2.600	2.600	3.000	3.000	3.000	3.000	3.000	2022	
916	KAZ	NGDP_RPCH	Kazakhstan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.200	-12.580	-8.200	0.500	1.700	-1.900	2.700	9.800	13.499	9.799	9.300	9.599	9.702	10.700	8.900	3.300	1.200	7.299	7.501	5.001	5.899	4.300	1.000	0.900	3.901	4.100	4.500	-2.600	4.100	3.299	5.101	3.109	5.648	2.160	3.722	2.332	2.381	2022	
664	KEN	NGDP_RPCH	Kenya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.572	4.100	5.052	1.593	1.600	4.073	6.982	5.811	6.091	4.554	4.134	1.339	-1.080	-0.095	2.531	4.287	4.479	0.411	2.983	2.199	0.347	3.979	0.481	2.949	4.635	5.665	5.854	6.851	0.232	3.307	8.058	5.121	4.569	3.798	5.020	4.968	4.214	3.816	5.671	5.114	-0.273	7.590	4.847	5.507	4.974	5.323	5.299	5.328	5.310	5.262	2022	
826	KIR	NGDP_RPCH	Kiribati	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-1.079	6.122	-1.090	-9.778	13.918	-13.240	-2.466	1.293	22.045	-7.292	-6.385	-5.649	23.959	-0.104	2.045	2.752	-0.052	1.177	4.442	-3.914	6.743	-3.144	1.447	-1.575	-0.609	1.292	5.777	3.055	-2.985	0.537	1.226	3.264	5.804	7.731	1.264	11.265	7.088	3.749	3.479	3.264	-0.562	8.523	3.905	4.154	5.761	4.140	3.272	2.474	2.123	2.113	2022	
542	KOR	NGDP_RPCH	Korea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-1.646	7.246	8.338	13.376	10.552	7.839	11.327	12.724	11.988	7.073	9.878	10.778	6.199	6.877	9.269	9.615	7.891	6.171	-5.129	11.467	9.061	4.852	7.725	3.147	5.197	4.309	5.264	5.800	3.013	0.793	6.805	3.686	2.403	3.165	3.202	2.809	2.947	3.160	2.907	2.244	-0.709	4.305	2.613	1.357	2.322	2.337	2.212	2.131	2.084	2.025	2023	
967	UVK	NGDP_RPCH	Kosovo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.553	-0.441	2.555	0.605	4.510	3.594	8.348	1.815	5.035	4.941	6.320	1.712	5.340	3.349	5.916	5.572	4.825	3.406	4.757	-5.341	10.746	4.278	3.300	3.800	4.000	3.900	3.800	3.800	3.800	2022	
443	KWT	NGDP_RPCH	Kuwait	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	-9.504	5.253	5.240	-4.258	8.565	8.142	-10.050	25.896	-26.229	-41.008	82.809	35.132	8.616	1.669	0.598	2.493	3.654	-1.789	4.690	0.213	3.014	17.326	10.240	10.609	7.515	5.992	2.480	-7.076	-2.371	9.628	6.626	1.149	0.501	0.593	2.926	-4.712	2.434	1.382	-5.274	1.698	6.138	-2.231	-1.437	3.803	2.487	2.589	2.601	2.612	2022	
917	KGZ	NGDP_RPCH	Kyrgyz Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.005	-19.807	-5.424	7.085	9.915	2.122	3.656	5.443	5.322	-0.017	7.030	7.027	-0.176	3.103	8.543	7.566	2.886	-0.472	5.956	-0.088	10.915	4.024	3.876	4.336	4.740	3.459	4.601	-7.149	5.507	6.332	4.196	4.446	4.179	3.954	3.964	4.018	3.983	2023	
544	LAO	NGDP_RPCH	Lao P.D.R.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	10.004	15.332	4.715	3.000	6.438	9.122	4.829	-0.960	-2.100	9.893	6.686	3.999	6.999	5.867	8.160	7.045	6.892	6.907	4.279	4.028	6.429	4.772	6.809	6.179	7.187	6.940	8.954	7.851	7.822	7.373	8.018	7.986	7.805	8.026	7.612	7.270	7.023	6.851	6.289	4.652	-0.435	2.061	2.252	3.697	3.969	3.973	4.075	4.236	4.435	4.597	2022	
941	LVA	NGDP_RPCH	Latvia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.400	2.200	-2.084	2.588	8.837	6.336	2.756	5.676	6.324	7.088	8.423	8.284	10.720	11.972	9.942	-3.249	-14.260	-4.456	2.574	7.042	2.008	1.902	3.885	2.369	3.312	3.991	0.588	-3.514	6.732	2.955	-0.306	1.659	2.434	2.485	2.488	2.490	2.493	2023	
446	LBN	NGDP_RPCH	Lebanon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.467	0.550	-36.789	22.710	44.479	24.300	-6.773	16.729	-28.209	-42.195	-13.421	38.200	4.495	7.000	8.030	6.493	4.038	10.190	3.900	-0.800	1.100	3.900	3.400	1.700	7.500	0.700	1.549	9.312	9.067	10.234	7.974	0.868	2.564	3.828	2.485	0.461	1.556	0.903	-1.885	-6.915	-25.907	-10.000	--	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2020	
666	LSO	NGDP_RPCH	Lesotho	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-0.825	3.079	5.556	3.049	4.769	2.956	3.769	2.686	7.854	5.992	6.429	7.550	6.058	3.982	5.202	4.067	4.767	3.269	1.333	1.438	3.953	3.296	2.419	4.245	2.069	3.326	4.201	4.201	3.760	0.362	5.100	5.061	5.146	1.772	2.068	3.248	1.877	-2.734	-1.510	-3.058	-5.303	1.700	1.600	1.877	2.378	2.520	2.423	2.115	2.105	2.084	2023	
668	LBR	NGDP_RPCH	Liberia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.758	4.431	-28.974	3.971	5.856	8.480	13.103	6.105	5.192	6.351	7.700	8.420	8.836	0.695	0.007	-1.630	2.469	1.242	-2.516	-2.967	5.011	4.811	4.583	5.277	6.248	6.234	6.278	7.133	6.151	2022	
672	LBY	NGDP_RPCH	Libya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.606	-20.040	1.518	-4.709	-8.306	0.607	-11.353	-14.702	7.579	7.199	3.720	18.320	-4.545	-5.468	3.219	-15.431	1.759	-2.635	-0.676	-0.189	4.042	2.626	-3.727	16.145	5.845	10.619	0.278	6.230	-0.162	-4.400	5.027	-50.339	86.827	-17.998	-23.043	-0.843	-1.491	32.492	7.941	-11.196	-29.456	28.335	-8.252	10.156	7.832	6.946	4.174	2.007	2.147	2.295	2022	
946	LTU	NGDP_RPCH	Lithuania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.239	8.311	7.476	-1.141	3.696	6.526	6.751	10.566	6.570	7.732	7.414	11.107	2.615	-14.839	1.652	6.039	3.844	3.550	3.537	2.025	2.519	4.283	3.993	4.666	-0.025	6.285	2.440	-0.343	2.209	2.459	2.260	2.225	2.220	2.229	2023	
137	LUX	NGDP_RPCH	Luxembourg	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.170	0.798	1.039	1.887	4.730	5.596	9.983	3.951	8.464	9.798	5.320	8.645	1.819	4.201	3.821	1.432	1.515	5.937	6.492	8.421	8.442	3.074	3.225	2.619	4.231	2.482	6.016	8.099	-0.302	-3.239	3.760	1.044	1.650	3.172	2.623	2.269	4.978	1.317	1.219	2.916	-0.910	7.169	1.380	-1.095	1.262	2.905	2.521	2.340	2.315	2.300	2022	
