WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	Estimates Start After	
656	GIN	NGDP_RPCH	Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.601	0.610	1.800	1.300	1.400	5.000	3.114	3.300	6.308	4.003	4.324	2.497	3.273	5.048	4.001	4.680	4.462	5.182	3.644	3.812	2.503	3.658	5.165	1.249	2.340	2.997	2.497	6.512	4.142	-1.538	4.219	5.614	5.913	3.946	3.697	3.826	10.821	10.300	6.358	5.617	4.704	5.583	3.972	6.242	6.073	7.086	10.609	10.703	9.481	11.106	7.711	2021	
654	GNB	NGDP_RPCH	Guinea-Bissau	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	-0.498	4.200	-3.400	5.500	4.300	-1.000	5.600	1.958	2.925	4.580	7.305	3.095	2.276	2.963	4.016	3.747	5.994	-22.446	16.815	1.100	4.786	3.654	-0.286	1.172	6.560	2.667	2.560	4.525	2.448	5.605	8.085	-1.713	3.256	0.965	6.134	5.307	4.789	3.761	4.500	1.500	6.200	4.600	5.200	4.700	5.100	5.000	5.000	4.500	4.500	4.500	2023	
336	GUY	NGDP_RPCH	Guyana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-2.076	0.562	-8.884	-11.497	2.134	0.366	-0.234	-0.130	-5.981	-4.944	-3.010	6.026	7.758	8.201	8.482	5.055	7.956	6.185	-1.707	2.986	-1.345	2.260	1.149	-0.652	1.566	-1.942	5.127	7.020	1.977	3.319	4.371	5.437	5.039	3.653	1.686	0.687	3.807	3.734	4.441	5.353	43.480	20.060	63.334	33.769	43.569	10.315	22.951	20.993	13.252	11.751	1.067	2024	
263	HTI	NGDP_RPCH	Haiti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.345	1.056	-2.797	-1.500	0.201	0.757	0.273	-0.432	0.559	-1.131	-0.440	1.262	-2.251	-4.922	-11.603	9.892	4.143	2.705	2.182	2.710	0.870	-0.343	1.052	3.481	-1.318	3.072	1.769	4.707	2.658	5.890	-5.652	5.098	0.502	4.325	1.723	2.563	1.812	2.510	1.668	-1.685	-3.343	-1.798	-1.682	-1.864	-4.200	-1.000	1.000	1.500	1.500	1.500	1.500	2024	
268	HND	NGDP_RPCH	Honduras	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.599	-1.222	-2.075	0.906	6.327	5.626	5.331	6.638	1.746	2.728	2.792	-3.319	6.074	6.496	0.212	6.189	1.871	4.598	3.590	-0.736	7.291	2.723	3.754	4.547	6.232	6.051	6.567	6.188	4.232	-2.432	3.731	3.836	4.129	2.792	3.058	3.840	3.893	4.843	3.845	2.560	-8.965	12.565	4.144	3.583	3.600	3.300	3.400	3.700	3.800	3.800	3.800	2023	
532	HKG	NGDP_RPCH	Hong Kong SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	10.340	9.193	2.886	6.015	10.002	0.715	11.104	13.395	8.512	2.277	3.831	5.702	6.235	6.201	6.036	2.374	4.258	5.100	-5.883	2.507	7.663	0.561	1.657	3.056	8.700	7.388	7.033	6.465	2.128	-2.459	6.768	4.815	1.700	3.102	2.762	2.388	2.175	3.796	2.847	-1.672	-6.545	6.454	-3.684	3.214	2.541	1.522	1.863	2.810	2.491	2.367	2.312	2024	
944	HUN	NGDP_RPCH	Hungary	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.215	2.867	2.841	0.723	2.658	-0.253	1.535	4.051	-0.065	0.736	-3.497	-11.892	-3.064	-0.576	2.947	2.541	0.101	2.978	3.848	3.086	4.409	4.062	4.730	3.939	4.963	4.300	3.934	0.332	0.993	-6.740	1.068	1.917	-1.339	2.032	4.334	3.660	2.439	4.124	5.606	5.077	-4.339	7.223	4.270	-0.843	0.512	1.403	2.550	2.759	2.957	3.000	3.000	2024	
176	ISL	NGDP_RPCH	Iceland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.738	4.265	2.154	-2.151	4.129	3.293	6.270	8.546	-0.090	0.258	1.169	-0.224	-3.374	1.313	3.609	0.117	4.567	5.772	7.363	4.035	4.985	4.013	0.560	2.143	7.802	6.125	6.317	8.455	2.210	-7.664	-2.833	1.846	1.064	4.552	1.687	4.437	6.304	4.195	4.889	1.861	-6.940	5.033	8.979	5.646	0.517	2.003	2.400	2.522	2.486	2.493	2.496	2024	
534	IND	NGDP_RPCH	India	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	6.736	6.007	3.475	7.289	3.820	5.254	4.777	3.965	9.628	5.947	5.534	1.057	5.483	4.751	6.659	7.574	7.550	4.050	6.184	8.846	3.841	4.824	3.804	7.860	7.923	7.923	8.061	7.661	3.087	7.862	8.498	5.241	5.456	6.386	7.410	7.996	8.256	6.795	6.454	3.871	-5.778	9.690	7.609	9.191	6.460	6.198	6.265	6.471	6.480	6.490	6.499	2024	
536	IDN	NGDP_RPCH	Indonesia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	9.880	7.604	2.246	4.193	7.574	3.906	7.189	6.572	6.979	9.085	9.002	8.928	6.523	7.956	7.540	8.220	7.818	4.700	-13.127	0.791	4.979	3.643	4.499	4.780	5.031	5.693	5.501	6.345	7.442	4.702	6.378	6.170	6.030	5.557	5.007	4.876	5.033	5.070	5.174	5.019	-2.066	3.703	5.307	5.049	5.030	4.653	4.674	4.852	4.951	5.107	5.134	2024	
429	IRN	NGDP_RPCH	Islamic Republic of Iran	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-21.600	-5.697	23.171	11.087	-7.140	1.868	-9.785	-0.172	-6.082	6.132	13.595	12.716	3.298	-1.471	-1.698	2.401	6.351	1.350	2.080	2.003	5.846	2.392	8.079	8.639	4.337	3.190	5.000	8.156	0.251	1.007	5.798	2.646	-3.747	-1.522	4.985	-1.425	8.815	2.759	-1.838	-3.071	3.330	4.720	3.777	5.045	3.478	0.309	1.104	1.600	2.003	1.984	1.963	2024	
433	IRQ	NGDP_RPCH	Iraq	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.767	-8.204	-36.657	53.386	1.675	5.638	1.889	8.228	3.379	6.403	7.546	13.936	7.628	0.738	2.537	16.172	-1.509	2.633	5.588	-12.409	1.428	7.713	0.920	0.336	-1.503	1.439	5.503	3.906	4.137	4.146	2023	
178	IRL	NGDP_RPCH	Ireland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.898	2.512	1.495	-0.729	3.204	1.947	0.424	3.641	2.998	5.614	7.711	1.642	3.579	2.314	5.894	9.593	9.092	10.747	8.765	10.530	9.403	5.306	5.900	3.014	6.789	5.739	4.988	5.310	-4.484	-5.096	1.683	1.650	-0.399	2.192	9.336	24.616	1.223	10.049	7.545	5.041	7.158	16.255	8.620	-5.530	1.221	2.261	2.113	2.126	2.234	2.153	2.263	2024	
436	ISR	NGDP_RPCH	Israel	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.568	4.723	1.424	2.586	2.210	4.451	3.551	7.490	3.564	1.419	6.633	4.618	7.155	3.771	7.011	9.654	5.910	3.702	4.036	3.337	8.609	0.276	-0.090	1.461	4.678	4.229	5.608	6.065	3.209	1.238	5.534	5.519	2.538	4.085	3.776	2.238	4.460	4.347	4.004	3.710	-2.022	9.388	6.263	1.827	0.872	3.250	3.600	3.340	3.368	3.387	3.387	2024	
136	ITA	NGDP_RPCH	Italy	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.099	4.728	0.414	1.169	3.226	2.798	2.860	3.192	4.194	3.389	2.052	1.435	0.834	-0.853	2.151	2.887	1.525	1.926	1.804	1.678	3.882	2.006	0.270	0.067	1.474	0.762	1.799	1.462	-1.023	-5.305	1.529	0.695	-3.125	-1.818	-0.001	0.886	1.236	1.604	0.827	0.429	-8.868	8.931	4.821	0.715	0.726	0.440	0.835	0.569	0.680	0.700	0.700	2024	
343	JAM	NGDP_RPCH	Jamaica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-4.041	4.420	3.080	4.153	0.950	-0.900	7.000	7.700	-3.993	4.700	4.875	0.834	2.778	2.211	1.875	2.521	0.236	-1.641	-1.210	0.981	0.776	1.281	0.675	3.667	1.324	0.894	2.899	1.444	-0.818	-3.411	-1.435	1.426	-0.501	0.224	0.575	0.869	1.498	0.679	1.827	0.970	-9.920	4.601	5.222	2.605	-0.800	2.100	1.600	1.600	1.600	1.600	1.600	2023	
158	JPN	NGDP_RPCH	Japan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.181	4.261	3.280	3.630	4.411	5.160	3.294	4.649	6.662	4.926	4.841	3.523	0.901	-0.459	1.083	2.631	3.134	0.981	-1.270	-0.334	2.765	0.386	0.042	1.535	2.186	1.804	1.372	1.484	-1.224	-5.693	4.098	0.024	1.375	2.005	0.296	1.561	0.754	1.675	0.643	-0.402	-4.169	2.697	0.935	1.486	0.084	0.554	0.579	0.625	0.585	0.520	0.532	2024	
439	JOR	NGDP_RPCH	Jordan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	11.069	14.973	5.846	1.366	5.478	-1.088	5.934	2.710	2.891	-10.661	-1.604	-5.650	16.856	4.360	5.002	5.951	1.913	3.741	3.206	3.237	4.200	4.987	6.584	3.980	8.257	8.822	8.515	8.373	7.383	5.024	2.315	2.737	2.429	2.610	3.384	2.497	1.994	2.474	1.919	1.751	-1.103	3.656	2.428	3.104	2.489	2.600	2.900	3.000	3.000	3.000	3.000	2023	
916	KAZ	NGDP_RPCH	Kazakhstan	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-9.200	-12.580	-8.200	0.500	1.700	-1.900	2.700	9.800	13.499	9.799	9.300	9.599	9.700	10.702	8.900	3.300	1.200	7.300	7.500	5.000	5.900	4.300	1.000	0.900	3.900	4.100	4.500	-2.600	4.100	3.200	5.100	4.756	4.881	4.257	3.848	2.607	3.058	3.096	2023	
664	KEN	NGDP_RPCH	Kenya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.572	4.100	5.052	1.593	1.600	4.073	6.982	5.811	6.091	4.554	4.134	1.339	-1.080	-0.095	2.531	4.287	4.479	0.411	2.983	2.199	0.347	3.979	0.481	2.949	4.635	5.665	5.854	6.851	0.232	3.307	8.058	5.121	4.569	3.798	5.020	4.968	4.214	3.816	5.671	5.114	-0.273	7.590	4.860	5.556	4.509	4.810	4.889	5.020	5.031	5.006	5.034	2023	
826	KIR	NGDP_RPCH	Kiribati	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-1.079	6.122	-1.090	-9.778	13.918	-13.240	-2.466	1.293	22.045	-7.292	-6.385	-5.649	23.959	-0.104	2.045	2.752	-0.052	1.177	4.442	-3.914	6.743	-3.144	1.447	-1.575	-0.609	1.292	5.777	3.055	-2.985	0.537	1.226	3.264	5.804	7.731	1.264	11.265	7.088	3.749	3.479	3.264	-1.468	8.480	4.566	2.652	5.267	3.900	3.222	2.523	2.154	2.143	2.086	2023	
542	KOR	NGDP_RPCH	Korea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-1.524	7.404	8.468	13.467	10.637	7.939	11.503	12.892	12.133	7.165	10.025	10.875	6.352	6.995	9.372	9.736	7.990	6.282	-4.939	11.617	9.202	4.726	7.744	3.075	5.184	4.358	5.245	5.842	3.004	0.820	6.982	3.688	2.548	3.291	3.215	2.920	3.172	3.433	3.176	2.314	-0.700	4.613	2.728	1.404	2.025	1.027	1.447	2.099	2.111	1.945	1.840	2024	
967	UVK	NGDP_RPCH	Kosovo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.553	-0.441	2.555	0.605	4.510	3.594	8.348	1.815	5.035	4.941	6.320	1.712	5.340	3.349	5.916	5.572	4.825	3.406	4.757	-5.341	10.746	4.278	4.069	4.409	4.000	4.000	3.900	3.900	3.900	4.000	2023	
443	KWT	NGDP_RPCH	Kuwait	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	-9.504	5.253	5.240	-4.258	8.565	8.142	-10.050	25.896	-26.229	-41.008	82.809	35.132	8.616	1.669	0.598	2.493	3.654	-1.789	4.690	0.213	3.014	17.326	10.240	10.609	7.515	5.992	2.480	-7.076	-2.371	9.628	6.626	1.149	0.501	0.593	2.926	-4.712	2.743	2.264	-4.817	2.261	5.859	-3.641	-2.804	1.866	3.129	2.324	2.242	2.270	2.241	2023	
917	KGZ	NGDP_RPCH	Kyrgyz Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-13.005	-19.807	-5.424	7.085	9.915	2.122	3.656	5.443	5.322	-0.017	7.030	7.027	-0.176	3.103	8.543	7.566	2.886	-0.472	5.956	-0.088	10.915	4.024	3.876	4.336	4.740	3.459	4.601	-7.149	5.507	8.968	9.013	9.040	6.823	5.266	5.779	5.265	5.432	5.294	2024	
544	LAO	NGDP_RPCH	Lao P.D.R.	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	10.004	15.332	4.715	3.000	6.438	9.122	4.829	-0.960	-2.100	9.893	6.686	3.999	6.999	5.867	8.160	7.045	6.892	6.907	4.279	4.028	6.429	4.772	6.809	6.179	7.187	6.940	8.954	7.851	7.822	7.373	8.018	7.986	7.805	8.026	7.612	7.270	7.023	6.892	6.248	4.652	-0.435	2.061	2.252	3.658	4.299	2.523	1.952	2.020	1.997	1.965	1.960	2024	
941	LVA	NGDP_RPCH	Latvia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-11.400	2.200	-2.084	2.300	9.171	6.550	2.818	5.841	6.461	7.665	8.429	8.725	11.615	12.825	10.415	-3.389	-16.040	-3.661	3.036	7.305	2.096	2.095	3.783	2.552	3.399	4.310	0.675	-3.469	6.943	1.807	2.854	-0.442	2.002	2.482	2.456	2.457	2.458	2.459	2024	
446	LBN	NGDP_RPCH	Lebanon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.467	0.550	-36.789	22.710	44.479	24.300	-6.773	16.729	-28.209	-42.195	-13.421	38.200	4.495	7.000	8.030	6.493	4.038	10.190	3.900	-0.800	1.100	3.900	3.400	1.700	7.500	2.687	1.547	9.314	9.066	10.235	7.974	0.867	2.541	3.811	2.466	0.453	1.563	0.913	-1.853	-6.801	-24.597	2.016	1.000	-0.700	-7.500	n/a	n/a	n/a	n/a	n/a	n/a	2021	
666	LSO	NGDP_RPCH	Lesotho	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-0.825	3.079	5.556	3.049	4.769	2.956	3.769	2.686	7.854	5.992	6.429	7.550	6.058	3.982	5.202	4.067	4.767	3.269	1.333	1.438	3.953	3.296	2.419	4.245	2.069	3.326	4.201	4.201	3.760	0.362	5.100	5.061	5.146	1.772	2.068	3.248	1.877	-2.734	-1.465	-2.912	-5.264	1.897	1.978	1.980	2.620	1.517	1.444	1.011	1.405	1.482	1.669	2023	
668	LBR	NGDP_RPCH	Liberia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.758	4.431	-28.974	3.971	5.856	8.480	13.103	6.105	5.192	6.351	7.700	8.420	8.836	0.695	0.007	-1.630	2.469	1.242	-2.516	-2.967	5.011	4.811	4.587	4.819	5.334	5.529	5.789	5.808	5.756	5.551	2023	
672	LBY	NGDP_RPCH	Libya	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.606	-20.040	1.518	-4.709	-8.306	0.607	-11.353	-14.702	7.579	7.199	3.720	18.320	-4.545	-5.468	3.219	-15.431	1.759	-2.635	-0.676	-0.189	4.042	2.626	-3.727	16.145	5.845	10.619	0.278	6.230	-0.162	-4.400	5.027	-50.339	86.827	-17.998	-23.043	-0.843	-1.491	32.492	7.941	-11.196	-29.456	28.335	-8.252	10.156	-0.636	17.304	4.285	1.793	1.859	2.013	2.230	2022	
946	LTU	NGDP_RPCH	Lithuania	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.239	8.350	7.673	-1.087	3.361	6.635	6.531	10.532	6.318	8.185	7.301	11.100	2.180	-14.503	0.274	6.343	4.376	4.079	3.769	2.845	2.614	4.705	4.832	4.723	0.048	6.361	2.516	0.428	2.726	2.787	2.459	2.546	2.407	2.366	2.355	2024	
137	LUX	NGDP_RPCH	Luxembourg	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.170	0.798	1.039	1.887	4.730	5.596	9.983	3.951	8.464	9.798	5.320	8.645	1.819	4.201	3.821	1.432	1.515	5.937	6.492	8.421	8.442	3.074	3.225	2.620	4.231	2.483	6.016	8.099	-0.302	-3.239	3.760	1.045	1.650	3.171	2.623	2.268	4.978	1.317	1.611	2.749	-0.510	6.930	-1.095	-0.694	1.032	1.574	2.215	2.301	2.169	2.131	2.081	2023	
546	MAC	NGDP_RPCH	Macao SAR	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8.910	11.641	26.631	8.075	13.391	14.476	3.392	1.274	25.123	21.616	9.242	10.753	-2.048	-21.515	-0.679	9.860	6.406	-2.563	-54.336	23.535	-19.609	75.062	8.808	3.594	3.522	3.708	3.403	3.094	3.022	2024	
674	MDG	NGDP_RPCH	Madagascar	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.788	-9.800	-1.900	0.900	1.760	1.156	1.960	1.175	3.407	4.075	3.129	-6.306	1.181	2.100	-0.042	1.679	2.154	3.693	3.917	4.699	4.457	5.980	-12.408	9.785	5.257	4.756	5.399	5.711	6.713	-3.979	0.619	1.578	3.011	2.300	3.339	3.132	3.993	3.933	3.194	4.411	-7.138	4.651	4.156	4.203	4.200	3.940	4.206	4.506	4.821	4.933	5.017	2022	
