WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	2030	Estimates Start After	
628	TCD	NGDP_RPCH	Chad	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-6.008	-10.805	5.376	15.659	5.256	7.897	5.966	3.647	7.544	1.952	3.202	10.402	2.392	-2.074	5.494	-0.775	2.115	5.653	6.952	-0.683	-0.880	11.658	8.491	14.722	33.629	8.307	-0.518	4.356	3.108	-1.338	13.794	4.554	9.053	2.807	2.063	3.311	-4.130	-1.628	5.741	5.389	-0.409	0.294	4.110	4.028	1.515	1.720	3.173	2.589	3.202	2.829	2.811	2023	
228	CHL	NGDP_RPCH	Chile	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.945	6.212	-13.588	-2.802	5.886	1.968	5.596	6.581	7.288	10.605	3.671	7.804	11.167	6.589	5.030	8.933	4.985	7.392	4.181	-0.274	4.972	3.154	3.203	4.723	6.674	5.837	6.050	5.168	3.789	-1.118	5.852	6.224	6.155	3.309	1.793	2.152	1.753	1.358	3.990	0.634	-6.143	11.315	2.154	0.521	2.644	2.032	2.182	2.258	2.315	2.305	2.232	2024	
924	CHN	NGDP_RPCH	China	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.910	5.100	9.000	10.800	15.200	13.501	8.900	11.700	11.200	4.200	3.888	10.203	14.277	13.936	13.102	11.016	9.968	9.319	7.934	7.757	8.572	8.319	9.214	10.121	10.115	11.437	12.665	14.154	9.638	9.445	10.587	9.451	7.848	7.771	7.491	7.018	6.776	6.891	6.759	6.065	2.337	8.556	3.112	5.377	5.003	3.954	3.957	4.215	4.055	3.696	3.378	2024	
233	COL	NGDP_RPCH	Colombia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.429	2.277	0.948	1.574	3.351	3.107	5.824	5.369	4.064	3.414	4.282	2.372	4.353	5.710	5.147	5.202	2.056	3.430	0.570	-4.204	2.925	1.678	2.504	3.918	5.333	4.447	6.717	6.738	3.283	1.140	4.495	6.948	3.913	5.134	4.499	2.956	2.087	1.359	2.564	3.187	-7.186	10.801	7.328	0.712	1.744	2.415	2.625	2.760	2.760	2.760	2.760	2024	
632	COM	NGDP_RPCH	Comoros	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.383	5.462	4.058	3.093	4.167	2.779	2.071	2.078	4.971	-0.917	7.339	-6.167	7.358	2.547	-3.987	5.638	-0.510	4.410	0.025	2.698	-1.007	5.420	4.598	1.934	3.100	5.665	-1.755	0.804	3.965	3.241	3.778	4.144	3.168	4.466	2.107	1.147	3.320	3.816	3.642	1.761	-0.196	2.000	2.603	2.995	3.338	3.776	4.324	4.479	4.307	3.810	3.813	2022	
636	COD	NGDP_RPCH	Democratic Republic of the Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.405	0.945	-0.454	1.410	4.844	0.464	4.720	2.671	0.465	-1.260	-6.568	-8.445	-10.462	-13.468	-6.144	2.762	-1.935	-7.840	-3.875	-3.802	-8.136	-2.100	2.948	6.633	7.661	9.804	5.109	8.530	7.402	0.565	7.843	7.593	8.669	9.624	7.302	6.360	0.394	3.658	4.825	4.485	1.671	1.726	9.220	8.498	6.483	4.692	5.171	5.367	5.656	5.498	5.141	2020	
634	COG	NGDP_RPCH	Republic of Congo	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	12.678	2.613	2.410	2.393	2.375	2.359	2.343	2.327	21.908	21.269	1.003	3.402	4.181	1.316	-1.401	3.965	3.495	-1.004	8.950	-3.678	11.752	-4.823	0.985	0.459	-0.197	9.211	7.986	-6.614	6.306	11.637	9.931	2.206	9.947	-0.712	6.717	-3.551	-4.994	-5.595	-2.304	1.124	-6.268	1.057	1.799	1.977	2.596	3.311	3.166	3.521	3.853	3.846	3.853	2021	
238	CRI	NGDP_RPCH	Costa Rica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.752	-2.260	-7.285	2.859	8.028	0.722	5.536	4.765	3.432	5.666	3.600	2.263	9.201	7.097	4.519	4.154	1.350	5.476	7.155	4.215	3.869	3.491	3.417	4.317	4.425	3.977	7.327	8.215	4.738	-0.873	5.360	4.403	4.883	2.495	3.542	3.652	4.204	4.158	2.616	2.418	-4.273	7.936	4.551	5.112	4.321	3.443	3.434	3.536	3.529	3.509	3.500	2024	
662	CIV	NGDP_RPCH	Côte d'Ivoire	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.196	3.498	0.200	-2.500	-2.000	3.600	4.800	-0.500	1.140	2.950	-1.090	0.040	-0.250	-0.180	0.171	5.572	8.136	5.723	4.931	1.618	-2.068	0.121	-1.668	-1.360	1.232	1.721	1.516	1.765	2.543	3.251	2.018	-4.857	10.864	9.272	8.794	8.843	7.172	7.412	4.842	6.721	0.701	7.062	6.400	6.450	6.000	6.300	6.400	6.500	6.600	7.000	6.800	2023	
960	HRV	NGDP_RPCH	Croatia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-8.000	5.900	6.634	5.874	6.645	1.862	-0.936	3.749	3.108	5.804	5.568	4.172	4.326	5.084	5.048	1.968	-6.814	-1.332	-0.100	-2.252	-0.126	-0.555	2.322	3.461	3.281	2.903	3.100	-8.312	12.634	7.286	3.302	3.815	3.130	2.737	2.638	2.600	2.500	2.500	2024	
423	CYP	NGDP_RPCH	Cyprus	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.920	3.051	6.279	5.307	8.837	4.746	3.583	7.139	8.317	8.088	7.402	0.740	9.365	0.701	5.899	9.924	1.247	2.641	6.111	4.999	5.965	3.952	3.723	2.624	5.026	4.853	4.714	5.096	3.648	-2.016	2.282	0.417	-3.447	-6.587	-1.777	3.418	6.574	5.752	6.272	5.877	-3.219	11.385	7.367	2.611	3.430	2.545	2.663	2.961	2.992	3.019	2.958	2024	
935	CZE	NGDP_RPCH	Czech Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4.525	-0.596	-0.393	1.378	4.011	2.917	1.513	3.301	4.736	6.375	6.623	5.489	2.612	-4.798	2.715	1.772	-0.771	-0.042	2.245	4.959	2.581	5.174	2.830	3.566	-5.305	4.029	2.847	-0.055	1.112	1.620	1.792	1.902	2.000	2.000	2.000	2024	
128	DNK	NGDP_RPCH	Denmark	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-0.744	-0.741	3.891	2.650	4.340	4.152	4.736	0.465	0.271	0.696	1.665	1.457	2.024	-0.080	5.292	3.039	2.900	3.166	2.324	2.971	3.720	0.954	0.454	0.441	2.778	2.357	3.820	0.987	-0.417	-4.978	1.584	1.313	-0.005	1.393	1.278	2.101	3.076	3.056	1.859	1.713	-1.781	7.380	1.541	2.495	3.677	2.900	1.845	1.640	1.450	1.450	1.450	2023	
611	DJI	NGDP_RPCH	Djibouti	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.562	-6.751	-1.360	-3.481	-3.732	-1.216	0.114	2.919	0.713	1.793	3.234	3.186	2.779	3.111	4.825	5.017	5.806	1.616	4.147	7.293	4.842	5.001	7.193	7.309	7.123	5.458	4.774	5.545	1.202	4.407	5.167	7.372	6.513	6.008	5.510	5.500	5.500	5.500	5.500	2023	
321	DMA	NGDP_RPCH	Dominica	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	13.383	10.829	4.128	2.556	4.197	1.421	7.073	6.308	7.817	-0.191	5.419	1.346	2.030	2.162	0.034	3.030	3.105	2.185	3.774	0.355	2.340	-0.063	-2.829	6.353	3.051	0.656	4.659	6.354	7.121	-1.170	0.673	-0.224	-1.059	-1.000	4.754	-2.732	2.764	-6.619	3.548	5.502	-16.605	6.892	5.584	4.712	4.550	4.220	3.264	2.913	2.739	2.413	2.525	2023	
243	DOM	NGDP_RPCH	Dominican Republic	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	7.969	4.279	1.700	4.628	1.253	-2.123	3.522	10.117	2.156	4.401	-5.454	0.945	11.237	7.367	2.594	5.700	5.961	8.900	6.706	5.957	4.652	2.469	4.487	-1.349	2.586	9.432	9.171	7.418	3.268	1.003	8.401	3.192	2.776	4.935	7.111	6.988	6.720	3.934	7.104	4.893	-7.929	14.012	5.238	2.192	4.952	4.021	4.788	4.986	4.980	4.980	4.979	2024	
248	ECU	NGDP_RPCH	Ecuador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.900	3.900	1.200	-2.800	4.200	4.400	3.094	-5.972	10.486	0.285	3.008	5.113	3.614	2.000	4.258	2.253	1.732	4.328	3.267	-4.739	1.092	4.206	4.928	2.885	6.832	5.399	4.341	1.902	6.565	1.091	4.029	8.481	5.783	7.211	4.226	0.120	-0.688	5.970	1.044	0.165	-9.245	9.422	5.868	1.988	-1.959	1.727	2.117	2.295	2.498	2.524	2.482	2023	
469	EGY	NGDP_RPCH	Egypt	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.409	2.198	7.296	8.876	8.021	7.425	4.759	4.273	3.994	2.993	2.350	2.100	0.300	2.900	4.188	4.484	4.879	5.919	7.543	6.110	5.383	3.524	3.186	3.193	4.092	4.472	6.844	7.088	7.156	4.674	5.147	1.765	2.226	3.302	2.930	4.360	4.340	4.190	5.327	5.549	3.576	3.252	6.651	3.760	2.399	3.757	4.288	4.792	5.079	5.267	5.482	2024	
253	SLV	NGDP_RPCH	El Salvador	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-8.625	-5.725	-6.306	1.535	1.337	0.616	0.190	2.513	1.878	0.962	4.831	1.498	7.021	5.817	4.692	4.733	0.816	3.136	2.652	2.164	1.126	0.877	1.577	1.565	0.889	2.709	4.342	1.861	2.128	-2.083	2.102	3.815	2.817	2.233	1.711	2.395	2.544	2.250	2.415	2.433	-7.893	11.910	2.797	3.511	2.600	2.479	2.515	3.035	3.114	2.754	2.754	2023	
642	GNQ	NGDP_RPCH	Equatorial Guinea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	4.839	5.769	2.202	5.004	1.011	12.905	-2.331	4.437	2.655	-1.229	2.537	-1.245	33.002	10.461	16.808	26.510	52.678	147.973	24.815	26.395	110.505	60.023	19.621	14.455	30.391	8.210	6.501	15.282	17.799	1.343	-8.924	6.524	8.313	-4.133	0.415	-9.110	-8.816	-5.668	-6.237	-5.482	-4.791	0.860	3.224	-5.089	1.861	-4.204	--	0.451	0.695	1.388	2.617	2023	
643	ERI	NGDP_RPCH	Eritrea	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12.882	20.918	2.325	9.136	7.900	1.966	0.187	-12.355	8.755	3.005	-2.656	1.452	2.574	-0.969	1.427	-19.436	12.179	10.853	25.710	1.886	-10.456	30.934	-20.621	7.391	-10.015	13.032	3.836	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2019	
939	EST	NGDP_RPCH	Estonia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.642	2.155	4.943	13.050	4.340	-0.425	10.088	5.881	6.933	7.596	6.801	9.523	9.763	7.571	-5.125	-14.630	2.450	7.607	3.672	1.757	3.323	1.838	3.093	5.635	3.700	3.727	-2.884	7.154	0.060	-3.023	-0.261	0.740	1.825	1.849	1.902	1.776	1.728	2024	
734	SWZ	NGDP_RPCH	Eswatini	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-3.811	6.902	1.439	-0.547	2.481	1.924	18.584	10.016	7.571	9.408	9.859	1.760	3.227	3.106	2.401	4.826	3.842	3.103	2.604	2.951	1.760	1.055	4.380	3.880	3.624	5.999	5.992	4.435	0.822	1.565	3.794	2.247	5.397	3.861	0.923	2.227	1.063	2.027	2.380	2.692	-1.560	10.683	0.476	5.034	3.653	5.124	4.931	3.945	3.360	3.053	2.479	2022	
644	ETH	NGDP_RPCH	Ethiopia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.997	--	0.961	7.845	-2.305	-11.413	9.693	13.870	0.574	-0.457	2.602	-7.218	-8.907	13.363	3.486	6.121	13.533	2.840	-4.185	6.294	9.838	7.400	1.600	-2.100	11.700	12.600	11.500	11.800	11.200	10.000	10.600	11.400	8.700	9.900	10.300	10.400	8.000	10.210	7.703	9.037	6.057	6.265	6.362	7.171	8.051	6.612	7.107	7.725	8.008	7.758	7.496	2023	
819	FJI	NGDP_RPCH	Fiji	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	-1.694	6.004	-1.092	-4.212	10.107	-3.774	6.596	-7.194	3.462	13.888	5.802	-2.700	6.100	2.600	5.100	2.600	4.800	-2.400	1.300	8.700	-1.700	1.900	3.200	0.800	5.400	-1.300	1.900	-0.900	1.000	-1.400	3.000	2.700	1.411	4.734	5.604	4.501	2.446	5.353	3.812	-0.581	-17.040	-4.881	19.793	7.524	3.663	2.590	2.847	3.177	3.190	3.174	3.210	2023	
172	FIN	NGDP_RPCH	Finland	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	5.673	1.294	3.087	3.122	3.213	3.537	2.726	3.559	5.211	5.087	0.211	-5.880	-3.312	-0.781	3.963	4.233	3.662	6.398	5.454	4.389	5.754	2.640	1.687	2.012	4.005	2.778	4.019	5.313	0.784	-8.076	3.168	2.389	-1.523	-0.980	-0.478	0.467	2.572	3.303	1.193	1.350	-2.491	2.676	0.763	-0.947	-0.134	0.960	1.405	1.379	1.328	1.225	1.175	2024	
132	FRA	NGDP_RPCH	France	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.809	1.186	2.404	1.262	1.673	1.670	2.325	2.567	4.670	4.585	2.793	1.292	1.408	-0.425	2.403	2.457	1.347	2.515	3.466	3.261	4.364	1.846	1.120	0.994	2.519	1.988	2.929	2.486	0.265	-2.732	1.843	2.485	0.221	0.915	1.020	0.986	0.728	2.286	1.587	2.076	-7.593	6.827	2.624	1.116	1.067	0.641	1.015	1.189	1.259	1.209	1.210	2024	
646	GAB	NGDP_RPCH	Gabon	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	--	-4.000	4.100	2.000	4.900	5.800	-2.100	-15.400	3.500	15.431	5.147	6.124	-3.087	3.947	3.713	4.974	3.625	5.738	3.478	-8.943	-1.883	2.150	-0.249	2.247	0.690	3.899	-3.633	6.487	-3.030	-1.196	7.375	7.092	5.251	5.517	4.435	3.879	2.091	0.473	0.909	3.848	-1.838	1.468	3.038	2.446	3.074	2.774	2.603	2.858	2.822	2.739	2.868	2023	
648	GMB	NGDP_RPCH	The Gambia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.705	-9.523	20.759	13.518	-7.620	3.649	2.364	2.800	1.702	4.331	5.696	2.163	1.763	3.833	-3.398	3.320	2.906	1.417	6.500	6.399	5.525	5.753	-3.247	6.874	7.046	-2.352	-0.556	3.043	6.256	6.666	5.908	-8.130	5.242	2.873	-1.407	4.058	1.943	4.823	7.235	6.222	0.591	5.256	5.493	4.798	5.816	5.913	5.028	4.997	5.002	5.002	5.002	2023	
915	GEO	NGDP_RPCH	Georgia	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.600	10.500	10.327	3.020	2.898	1.865	4.769	5.487	11.228	5.796	9.588	9.420	12.579	2.419	-3.651	6.942	7.949	6.579	5.134	4.091	3.351	3.450	5.161	6.062	5.380	-6.291	10.644	10.960	7.832	9.429	5.977	5.000	5.000	5.000	5.000	5.000	2024	
134	DEU	NGDP_RPCH	Germany	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	1.272	0.110	-0.788	1.555	2.826	2.192	2.417	1.469	3.736	3.913	5.723	5.011	2.015	-0.981	2.598	1.512	1.028	1.858	2.103	2.127	2.881	1.633	-0.229	-0.536	1.171	0.883	3.862	2.887	0.910	-5.548	4.147	3.764	0.469	0.386	2.172	1.656	2.289	2.713	1.116	0.993	-4.100	3.670	1.367	-0.264	-0.232	-0.050	0.922	1.452	1.201	0.954	0.694	2024	
652	GHA	NGDP_RPCH	Ghana	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.453	-3.754	-8.303	-6.222	9.378	6.433	6.189	6.659	6.468	4.541	3.595	4.774	4.473	4.772	3.508	4.233	4.765	5.797	5.010	4.529	3.596	3.828	4.617	5.112	5.404	6.230	5.817	4.074	9.003	5.681	7.778	13.955	8.422	7.241	2.856	2.121	3.373	8.129	6.200	6.508	0.514	5.076	3.818	3.128	5.685	4.026	4.793	4.947	4.995	5.000	5.000	2023	
174	GRC	NGDP_RPCH	Greece	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	0.679	-1.556	-1.130	-1.078	2.007	2.513	0.515	-2.257	4.288	3.799	--	3.102	0.697	-1.599	2.000	2.100	1.382	3.603	3.437	2.659	4.138	4.650	4.683	5.797	5.378	1.183	6.443	3.507	0.058	-4.119	-5.694	-9.877	-8.331	-2.272	0.792	-0.228	-0.032	1.473	2.065	2.277	-9.196	8.654	5.744	2.332	2.272	2.030	1.755	1.314	1.487	1.415	1.429	2024	
328	GRD	NGDP_RPCH	Grenada	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	15.067	1.375	4.107	3.295	3.963	5.988	7.358	9.073	2.916	3.758	4.241	1.423	-0.813	-1.956	1.838	2.196	4.386	4.916	11.808	6.981	5.063	-2.024	3.438	9.464	-0.647	13.273	-3.993	6.124	0.948	-6.613	-0.511	0.765	-1.155	2.351	7.342	6.445	3.740	4.439	4.361	0.677	-13.757	4.687	7.321	4.716	3.600	3.892	3.314	2.707	2.706	2.735	2.735	2022	
258	GTM	NGDP_RPCH	Guatemala	Gross domestic product, constant prices	Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]	Percent change	Units	See notes for:  Gross domestic product, constant prices (National currency).	3.700	0.644	-3.542	-2.528	0.510	-0.600	0.100	3.579	3.892	3.943	3.101	3.000	4.600	3.400	3.500	4.400	2.800	4.100	4.600	3.700	2.500	3.104	3.839	2.560	3.138	3.276	5.351	6.338	3.294	0.477	2.884	4.164	2.975	3.695	4.444	4.092	2.678	3.080	3.407	4.018	-1.786	8.033	4.200	3.527	3.689	4.100	3.800	3.800	3.700	3.800	3.800	2023	
